Name,Address,City,Zip,COUNTY,LONGLAT,USNG,DESCRIPT,PARCELID,FACILITY_TYPE,x,y
PARK AVENUE CHRISTIAN SCHOOL,2600 S PARK AVE,TITUSVILLE,32780,BREVARD,"-80.83314392,28.58520882",17R NM 16316 62043,,,PRIVATE SCHOOL,-8998304.420649216,3322957.5984704266
NEW CONVENANT CHRISTIAN SCHOOL,1990 W NEW HAVEN AVE STE 306-307,MELBOURNE,32904,BREVARD,"-80.65297953,28.07953551",17R NM 34094 06061,,,PRIVATE SCHOOL,-8978248.61192871,3259005.1039687702
COVENANT CHRISTIAN SCHOOL,720 EMERSON DRIVE NE,PALM BAY,32907,BREVARD,"-80.66006411,28.01852188",17R NL 33417 99300,,,PRIVATE SCHOOL,-8979037.264092388,3251309.1752453726
BETHEL CHRISTIAN ACADEMY,1950 MICHIGAN AVE,COCOA,32922,BREVARD,"-80.75299548,28.39020521",17R NM 24198 40453,,,PRIVATE SCHOOL,-8989382.336699292,3298259.40941627
HATCHER ACADEMY,217 DIXIE LN,ROCKLEDGE,32955,BREVARD,"-80.72800169,28.34675195",17R NM 26657 35644,,,PRIVATE SCHOOL,-8986600.04128818,3292762.035115997
CHRISTIAN HOMESCHOOL CO-OP #2,690 N RANGE ROAD ,COCOA ,32926,BREVARD,"-80.77107930,28.36716149",17R NM 22431 37897,,,PRIVATE SCHOOL,-8991395.418124031,3295343.8141024634
EINSTEIN MONTESSORI,5650 HWY 520,COCOA,32926,BREVARD,"-80.81839432,28.36154146",17R NM 17795 37266,,24 352750    A   65,PRIVATE SCHOOL,-8996662.502820386,3294632.838945026
CORNERSTONE CHRISTIAN SCHOOL,6050 BABCOCK ST SE STE 18,PALM BAY,32909,BREVARD,"-80.62296887,27.99772507",17R NL 37071 97007,,,PRIVATE SCHOOL,-8974907.840966225,3248686.9759188644
CALVARY CHAPEL CHRISTIAN SCHOOL,2955 MINTON RD,WEST MELBOURNE,32904,BREVARD,"-80.66955659,28.05923701",17R NM 32472 03808,,,PRIVATE SCHOOL,-8980093.962515756,3256444.2757820496
CHRISTIAN HOMESCHOOL CO-OP,55 MC LEOD STREET ,MERRITT ISLAND ,32953,BREVARD,"-80.70099321,28.35799942",17R NM 29301 36897,,,PRIVATE SCHOOL,-8983593.470125886,3294184.76392834
WESTCOAST SCHOOL,712 BRIDGE ST,TITUSVILLE,32780,BREVARD,"-80.81206839,28.60581848",17R NM 18373 64329,,,PRIVATE SCHOOL,-8995958.303141361,3325570.58610196
FLORIDA FAMILY LEARNING ACADEMY,2548 CHESTERFIELD CT ,TITUSVILLE ,32780,BREVARD,"-80.83459397,28.56467447",17R NM 16177 59768,,,PRIVATE SCHOOL,-8998465.839387557,3320354.6674962533
COMMUNITY CHRISTIAN SCHOOL,1616 FERNDALE AVE,MELBOURNE,32935,BREVARD,"-80.64206909,28.13314557",17R NM 35149 12003,,,PRIVATE SCHOOL,-8977034.067472272,3265770.7941565076
RIVERSIDE CHRISTIAN ACADEMY,3333 N RIVERSIDE DRIVE ,INDIALANTIC ,32903,BREVARD,"-80.59127537,28.13150468",17R NM 40138 11837,,,PRIVATE SCHOOL,-8971379.736908797,3265563.660529457
NEW HOPE LUTHERN ACADEMY,870 HOLLYWOOD BLVD,WEST MELBOURNE,32904,BREVARD,"-80.65339850,28.05836646",17R NM 34060 03716,,,PRIVATE SCHOOL,-8978295.251659423,3256334.459849775
CROSSWINDS - RAINWATER FOR GIRLS,1407 DIXON BLVD,COCOA,32922,BREVARD,"-80.75114082,28.37150717",17R NM 24384 38382,,,PRIVATE SCHOOL,-8989175.877288451,3295893.6008204375
PALM BAY BAPTIST ACADEMY,2601 EMERSON DRIVE SE,PALM BAY ,32909,BREVARD,"-80.64790402,27.96639994",17R NL 34629 93530,,,PRIVATE SCHOOL,-8977683.60930571,3244738.25133698
NO LIMITS ACADEMY,4450 W EAU GALLIE BLVD,MELBOURNE,32934,BREVARD,"-80.69916688,28.12159377",17R NM 29545 10708,,,PRIVATE SCHOOL,-8983390.164872637,3264312.6492266674
LIBERTY HIGH SCHOOL,4630 LIPSCOMB ST NE STE 1,PALM BAY,32905,BREVARD,"-80.60580135,28.03856430",17R NM 38744 01537,,,PRIVATE SCHOOL,-8972996.760966407,3253836.736192328
INCREDIBLE HORIZONS ACADEMY - EAU GALLIE,1720 CROTON ROAD ,MELBOURNE ,32935,BREVARD,"-80.65607716,28.13450795",17R NM 33773 12150,,,PRIVATE SCHOOL,-8978593.438429749,3265942.7731705722
ST MARKS ACADEMY,4 CHURCH ST,COCOA,32922,BREVARD,"-80.72469761,28.35349111",17R NM 26979 36392,,,PRIVATE SCHOOL,-8986232.231895147,3293614.4743220853
PALM BAY CHRISTIAN ACADEMY,2951 NE HESSEY AVE ,PALM BAY ,32905,BREVARD,"-80.58380060,28.03770482",17R NM 40907 01448,,,PRIVATE SCHOOL,-8970547.648936298,3253728.336856036
OUR LADY OF LOURDES SCHOOL,420 E FEE AVE,MELBOURNE,32901,BREVARD,"-80.61360736,28.08273400",17R NM 37962 06427,,,PRIVATE SCHOOL,-8973865.722522879,3259408.6639423026
HOLY NAME OF JESUS CATHOLIC SCHOOL,3050 HIGHWAY A1A N,INDIANTLANTIC,32903,BREVARD,"-80.58212311,28.13422216",17R NM 41035 12141,,,PRIVATE SCHOOL,-8970360.912113475,3265906.69607583
CENTRAL AREA ALTERNATIVE LEARNING CENTER,1535 N COGSWELL ST,ROCKLEDGE,32955,BREVARD,"-80.73357780,28.33282448",17R NM 26114 34100,,,PRIVATE SCHOOL,-8987220.77030498,3291000.515000541
NEW COVENANT CHRISTIAN SCHOOL,4028 S BABCOCK STREET ,MELBOURNE ,32901,BREVARD,"-80.62236270,28.04823246",17R NM 37113 02602,,,PRIVATE SCHOOL,-8974840.362700822,3255056.160971651
SEASIDE CHRISTIAN ACADEMY,SEASIDE CHRISTIAN ACADEMY ,SATELLITE BEACH ,32937,BREVARD,"-80.59504563,28.13680204",17R NM 39765 12423,,,PRIVATE SCHOOL,-8971799.440510752,3266232.3712313897
HUNTINGTON LEARNING CENTER,6300 N WICKHAM RD STE 125,MELBOURNE,32940,BREVARD,"-80.67435839,28.21439367",17R NM 31954 20995,,,PRIVATE SCHOOL,-8980628.495927604,3276030.915026022
ARIEL CHRISTIAN ACADEMY,4039 SONG DRIVE ,COCOA ,32927,BREVARD,"-80.78464354,28.47494745",17R NM 21080 49835,,,PRIVATE SCHOOL,-8992905.383190013,3308986.836968599
COURTENAY CHRISTIAN SCHOOL,700 S COURTENAY PARKWAY ,MERRITT ISLAND ,32952,BREVARD,"-80.69738542,28.34529483",17R NM 29658 35490,,,PRIVATE SCHOOL,-8983191.853560802,3292577.7307423744
LAKE FERN MONTESSORI SCHOOL,257 AGUINALDO AVE,TITUSVILLE,32780,BREVARD,"-80.80071559,28.57126040",17R NM 19489 60502,,,PRIVATE SCHOOL,-8994694.51503219,3321189.444475211
PORT ST. JOHN CHRISTIAN ACADEMY,252 CAPRON RD,COCOA,32927,BREVARD,"-80.78073206,28.48655670",17R NM 21461 51122,OTHER PUBLIC,23 351301    A   3102,PRIVATE SCHOOL,-8992469.9590044,3310457.1098457915
TITUSVILLE LEARNING CENTER,3155 SOUTH ST,TITUSVILLE,32780,BREVARD,"-80.84617767,28.59113286",17R NM 15040 62697,OTHER PUBLIC,22 350800  504,PRIVATE SCHOOL,-8999755.330703687,3323708.623147008
ASSURANCE ACADEMY CHRISTIAN HOMESCHOOL,1009 FISKE BLVD S,ROCKLEDGE,32955,BREVARD,"-80.74307643,28.34521865",17R NM 25180 35471,OTHER PUBLIC,25 360500   14,PRIVATE SCHOOL,-8988278.153293224,3292568.094699693
LIGHTHOUSE CHRISTIAN ACADEMY,1250 BANANA RIVER DR N,MERRITT ISLAND,32952,BREVARD,"-80.66811062,28.37797371",17R NM 32517 39118,OTHER PUBLIC,24 371900  5021,PRIVATE SCHOOL,-8979932.997727394,3296711.7456344874
BREVARD CHRISTIAN SCHOOL,1120 DORCHESTER AVE,MELBOURNE,32904,BREVARD,"-80.63876437,28.07584887",17R NM 35492 05657,OTHER PUBLIC,28 370580    C,PRIVATE SCHOOL,-8976666.187689275,3258539.967262856
FLORIDA CHRISTIAN ACADEMY,2395 KENTUCKY AVE,MIMS,32754,BREVARD,"-80.84736522,28.66365466",17R NM 14914 70731,OTHER PUBLIC,21 351750        24,PRIVATE SCHOOL,-8999887.52872788,3332906.064608812
THE STAR CENTER,2075 MEADOWLANE AVE,MELBOURNE,32904,BREVARD,"-80.67017996,28.07744297",17R NM 32405 05825,OTHER PUBLIC,28 370600  5161,PRIVATE SCHOOL,-8980163.355134744,3258741.089610217
SEVENTH DAY ADVENTIST CHURCH CHRISTIAN SCHOOL,210 NEW HAVEN AVE W,MELBOURNE,32901,BREVARD,"-80.62538926,28.07900094",17R NM 36805 06010,OTHER PUBLIC,28 370402    2    6,PRIVATE SCHOOL,-8975177.277805204,3258937.6566483653
LIGHTHOUSE CHRISTIAN ACADEMY,2350 NEW HAVEN AVE W,MELBOURNE,32904,BREVARD,"-80.66038903,28.07938834",17R NM 33367 06043,OTHER PUBLIC,28 370600   10,PRIVATE SCHOOL,-8979073.434435952,3258986.534857661
SUNSET LEARNING CENTER,3775 SW 16TH ST,FORT LAUDERDALE,33312,BROWARD,"-80.19769304,26.10223541",17R NJ 80225 87252,COUNTY,504218260010,PRIVATE SCHOOL,-8927566.351740934,3011748.7566127973
JCC/AFTERSCHOOL PROGRAM AT PLANTATION PARK ELEMENTARY SCHOOL,875 SW 54TH AVE,FORT LAUDERDALE,33317,BROWARD,"-80.22257458,26.10926527",17R NJ 77732 88016,COUNTY,504111010220,PRIVATE SCHOOL,-8930336.151975552,3012620.2212073645
BROWARD GIRLS ACADEMY,8301 S PALM DR,HOLLYWOOD,33025,BROWARD,"-80.25227262,25.99849318",17R NJ 74833 75731,STATE OF FLORIDA TIITF,514121250010,PRIVATE SCHOOL,-8933642.12330106,2998894.318750714
CITRUS CENTER,8450 S PALM DR,HOLLYWOOD,33025,BROWARD,"-80.25389036,25.99705322",17R NJ 74672 75570,STATE OF FLORIDA TIITF,514121250010,PRIVATE SCHOOL,-8933822.208745817,2998715.9772536615
KING'S SCHOOL OF THE ARTS,2600 MLK BLVD SUITE 10,POMPANO BEACH,33069,BROWARD,,,,,PRIVATE SCHOOL,-8923084.309103202,3029442.5491472376
EARLY BEGINNINGS WEST,7676 DAVIE RD EXT,HOLLYWOOD, ,BROWARD,"-80.24250654,26.03511580",17R NJ 75786 79792,,,PRIVATE SCHOOL,-8932554.96764547,3003430.8360712887
GRACE CHRISTIAN ACADEMY,3301 N 72 AVE,HOLLYWOOD,33024,BROWARD,"-80.23218310,26.03925780",17R NJ 76817 80257,,514102230290,PRIVATE SCHOOL,-8931405.767627819,3003944.0032052766
POMPANO CHARTER MIDDLE SCHOOL,2210 PIERCE ST,HOLLYWOOD,33020,BROWARD,"-80.15156703,26.01590388",17R NJ 84899 77720,,514216014270,PRIVATE SCHOOL,-8922431.62857984,3001050.839961251
INTERNATIONAL PREP SCHOOL,2001 W SAMPLE RD STE 100,POMPANO BEACH,33064,BROWARD,"-80.15053171,26.27535095",17R NK 84815 06456,,484215160010,PRIVATE SCHOOL,-8922316.376928445,3033224.499422746
BAIS CHAYA PREPARATORY SCHOOL,1199 SE 3 ST,POMPANO BEACH,33060,BROWARD,"-80.11193568,26.22957230",17R NK 88704 01411,,494201030470,PRIVATE SCHOOL,-8918019.886686284,3027542.35129674
MAVERICKS HIGH OF CENTRAL BROWARD COUNTY,424 W SUNRISE BLVD,FORT LAUDERDALE,33311,BROWARD,"-80.14876489,26.13619407",17R NJ 85093 91045,,494234055470,PRIVATE SCHOOL,-8922119.69495413,3015958.963771513
SUNRISE COMMUNITY CHARTER SCHOOL,7100 W OAKLAND PARK BLVD,FORT LAUDERDALE,33313,BROWARD,"-80.24143228,26.16437360",17R NJ 75811 94108,,494127350010,PRIVATE SCHOOL,-8932435.381550858,3019453.6014718194
ST HELEN CATHOLIC SCHOOL,3340 NW 31ST ,FORT LAUDERDALE,33311,BROWARD,"-80.19175212,26.16476053",17R NJ 80776 94181,,494230130010,PRIVATE SCHOOL,-8926905.01206616,3019501.592122678
ST BARTHOLOMEW CATHOLIC SCHOOL,8005 MIRARMAR PKWY,HOLLYWOOD,33025,BROWARD,"-80.24927084,25.98210294",17R NJ 75143 73917,,514128000030,PRIVATE SCHOOL,-8933307.966954255,2996864.4843573086
SOMERSET ACADEMY MIRAMAR MIDDLE SCHOOL (6-8),12601 SOMERSET BLVD,HOLLYWOOD,33027,BROWARD,"-80.31296142,25.96068185",17R NJ 68781 71510,,514035050010,PRIVATE SCHOOL,-8940397.969297988,2994212.0368413143
DESTINY CHRISTIAN SCHOOL,1551 NW 47TH AVE ,LAUDERHILL ,33313,BROWARD,"-80.21242374,26.14443358",17R NJ 78723 91917,,,PRIVATE SCHOOL,-8929206.16560289,3016980.6862011026
SHARON SCHOOL OF EXCELLENCE,6741 PEMBROKE ROAD,PEMBROKE PINES,33023,BROWARD,,,,,PRIVATE SCHOOL,-8930320.571548922,2998561.8289553234
RENAISSANCE CHARTER SCHOOL AT UNIVERSITY,8399 N UNIVERSITY DR,TAMARAC,33321,BROWARD,"-80.25421179,26.22716366",17R NK 74493 01055,,,PRIVATE SCHOOL,-8933857.99079909,3027243.4467820385
NEW GENERATION CHRISTIAN ACADEMY,405 SW 148TH AVE,DAVIE,33325,BROWARD,,,,,PRIVATE SCHOOL,-8944157.533034204,3013389.048572272
A E F HIGH SCHOOL,6311 SW 45TH ST,DAVIE,33314,BROWARD,,,,,PRIVATE SCHOOL,-8931322.950086515,3007269.9309641784
AMERICAN PREPARATORY ACADEMY,4850 SOUTH PINE ISLAND ROAD ,DAVIE ,33328,BROWARD,"-80.25961076,26.06010163",17R NJ 74059 82549,,,PRIVATE SCHOOL,-8934459.001464345,3006526.6932965256
POINT OF GRACE CHRISTIAN ACADEMY,3610 SW 48TH AVENUE ,HOLLYWOOD ,33023,BROWARD,"-80.19194782,25.97796430",17R NJ 80884 73493,,,PRIVATE SCHOOL,-8926926.796572946,2996351.983306974
ST ELIZABETH OF HUNGARY SCHOOL,901 NE 33RD ST,POMPANO BEACH,33064,BROWARD,"-80.10990683,26.27227453",17R NK 88874 06142,,,PRIVATE SCHOOL,-8917794.03542913,3032842.577654791
NEW YOU EDUCATION CENTER,5901 SW 25TH ST,WEST PARK,33023,BROWARD,,,,,PRIVATE SCHOOL,-8928409.636972178,2997618.626168751
MONTESSORI IVY LEAGUE,282 S FLAMINGO RD,PEMBROKE PINES,33027,BROWARD,,,,,PRIVATE SCHOOL,-8940527.506848559,2999639.784544898
GLORIA DEI LUTHERAN ACADEMY,7601 SW 39TH ST,DAVIE,33314,BROWARD,"-80.24952093,26.07326637",17R NJ 75060 84013,,,PRIVATE SCHOOL,-8933335.806831073,3008158.1301234784
WEST HOLLYWOOD PRIVATE SCHOOL,829 S 62ND AVE,HOLLYWOOD,33023,BROWARD,,,,,PRIVATE SCHOOL,-8929064.2577384,2999466.5905038742
REFINE CHRISTIAN LEARNING PRIVATE SCHOOL,600 SW 27TH AVE,FORT LAUDERDALE,33312,BROWARD,,,,,PRIVATE SCHOOL,-8925316.652123148,3013120.7806626773
MARY HELP OF CHRISTIANS CATHOLIC SCHOOL,6000 N UNIVERSITY DRIVE ,PARKLAND ,33067,BROWARD,"-80.25097333,26.30605829",17R NK 74766 09795,,,PRIVATE SCHOOL,-8933497.486225944,3037037.2193182907
RHEMA WORD CHRISTIAN ACADEMY,307 SE 15TH AVE,DEERFIELD BEACH,33441,BROWARD,,,,,PRIVATE SCHOOL,-8916509.674796103,3036028.3534710077
ST THOMAS AQUINAS HIGH SCHOOL,2801 SW 12TH STREET ,FORT LAUDERDALE ,33312,BROWARD,"-80.18063902,26.10836149",17R NJ 81926 87942,,,PRIVATE SCHOOL,-8925667.906757953,3012508.1799921924
CHRISTIAN LEARNING SCHOOL,330 SW 27TH STREET ,FORT LAUDERDALE ,33315,BROWARD,"-80.14530542,26.08961638",17R NJ 85472 85888,,,PRIVATE SCHOOL,-8921734.58915849,3010184.556325409
REDEEMING WORD CHRISTIAN ACADEMY,2850 W. PROSPECT ROAD,FT. LAUDERDALE,33311,BROWARD,"-80.18447415,26.19210567",17R NJ 81484 97214,,,PRIVATE SCHOOL,-8926094.831426281,3022893.5736205815
MOUNT OLIVET SEVENTH-DAY ADVENTIST SCHOOL,3013 NW 11TH STREET ,FORT LAUDERDALE ,33311,BROWARD,"-80.18521586,26.13826317",17R NJ 81447 91250,,,PRIVATE SCHOOL,-8926177.398616565,3016215.5309230126
SOMERSET ACADEMY MIRAMAR CHARTER SCHOOL (K-5),12601 SOMERSET BLVD,HOLLYWOOD,33027,BROWARD,"-80.31296142,25.96068185",17R NJ 68781 71510,,514035050010,PRIVATE SCHOOL,-8940397.969297988,2994212.0368413143
CHARTER SCHOOL INSTITUTE TRAINING CENTER ANNEX,5420 N STATE ROAD 7,FORT LAUDERDALE,33309,BROWARD,"-80.20325870,26.19297169",17R NJ 79606 97298,,494218010020,PRIVATE SCHOOL,-8928185.917908063,3023001.01063656
LITTLE FLOWER CATHOLIC SCHOOL CHURCH,1843 PEARCE ST,HOLLYWOOD,33020,BROWARD,"-80.14400048,26.01640609",17R NJ 85656 77781,,514215018510,PRIVATE SCHOOL,-8921589.323998315,3001113.0500259507
DAVE THOMAS EDUCATION CENTER - WEST CAMPUS,4690 COCONUT CREEK PKWY,POMPANO BEACH,33063,BROWARD,"-80.18885049,26.24341685",17R NK 81011 02894,COUNTY,484231240012,PRIVATE SCHOOL,-8926582.00341373,3029260.5314345923
JCC/AFTERSCHOOL PROGRAM AT NORTH LAUDERDALE ELEMENTARY SCHOOL,7500 KIMBERLY BLVD,POMPANO BEACH,33068,BROWARD,"-80.22594861,26.21669383",17R NJ 77324 99912,COUNTY,494102010059,PRIVATE SCHOOL,-8930711.748079265,3025944.2503694524
JCC/AFTERSCHOOL PROGRAM AT SAWGRASS ELEMENTARY SCHOOL,12655 NW 8TH ST,FORT LAUDERDALE,33323,BROWARD,"-80.31879227,26.13253775",17R NJ 68097 90539,COUNTY,494035120010,PRIVATE SCHOOL,-8941047.056620229,3015505.592880568
JCC/AFTERSCHOOL PROGRAM AT PETERS ELEMENTARY SCHOOL,851 NW 68TH AVE,FORT LAUDERDALE,33317,BROWARD,"-80.23917610,26.13407168",17R NJ 76056 90754,COUNTY,504103060010,PRIVATE SCHOOL,-8932184.225427989,3015695.7931847516
JCC/AFTERSCHOOL PROGRAM AT MORROW ELEMENTARY SCHOOL,408 SW 76TH TER,POMPANO BEACH,33068,BROWARD,"-80.22814711,26.22476959",17R NK 77099 00805,COUNTY,494102010022,PRIVATE SCHOOL,-8930956.484111747,3026946.358362837
ST GREGORY THE GREAT SCHOOL,200 N UNIVERSITY DR,FORT LAUDERDALE,33324,BROWARD,"-80.25388716,26.12402235",17R NJ 74591 89632,,504104200010,PRIVATE SCHOOL,-8933821.85249599,3014449.768659113
REGINA T. LAMB ATHLETICS AND ARTS ACADEMY,1704 BUCHANAN ST,HOLLYWOOD,33020,BROWARD,"-80.14222403,26.01678928",17R NJ 85833 77824,,514215020480,PRIVATE SCHOOL,-8921391.57015507,3001160.51650012
RHEMA WORD CHRISTIAN ACADEMY,950 S CYPRESS RD,POMPANO BEACH,33060,BROWARD,"-80.12272469,26.21704439",17R NK 87635 00016,,494201000680,PRIVATE SCHOOL,-8919220.912959695,3025987.7491627284
IVY ACADEMY HIGH SCHOOL,3020 NW 33 AVE,FORT LAUDERDALE,33311,BROWARD,"-80.19057147,26.16379441",17R NJ 80894 94075,,494230000040,PRIVATE SCHOOL,-8926773.582402866,3019381.766425381
JACK AND JILL CHILDRENS CENTER,1315 W BROWARD BLVD,FORT LAUDERDALE,33311,BROWARD,"-80.15919828,26.12232275",17R NJ 84060 89501,,504204200070,PRIVATE SCHOOL,-8923281.134719063,3014239.044707787
BEN GAMLA CHARTER SOUTH BROWARD,6501 W SUNRISE BLVD,FORT LAUDERDALE,33313,BROWARD,"-80.23666547,26.13743643",17R NJ 76305 91128,,494134110010,PRIVATE SCHOOL,-8931904.743251346,3016113.0149018643
SOMERSET MIRAMAR SOUTH CHARTER SCHOOL,12425 SW 53RD ST,HOLLYWOOD,33027,BROWARD,"-80.31144435,25.95961831",17R NJ 68933 71393,,514035102471,PRIVATE SCHOOL,-8940229.089850629,2994080.3566750013
PARAGON ELEMENTARY CHARTER SCHOOL,2210 PIERCE ST,HOLLYWOOD,33020,BROWARD,"-80.15161001,26.01572795",17R NJ 84895 77701,,514216014270,PRIVATE SCHOOL,-8922436.412843065,3001029.0477704383
NEW HOPE CHRISTIAN SCHOOL,6400 NW 31ST AVE,FORT LAUDERDALE,33309,BROWARD,"-80.18716235,26.20529278",17R NJ 81206 98673,,494208000032,PRIVATE SCHOOL,-8926394.081296144,3024529.6301418706
SAR SHALOM HEBREW ACADEMY,4751 NORTHWEST 24TH COURT,FORT LAUDERDALE,33313,BROWARD,"-80.21456810,26.15783441",17R NJ 78500 93400,,494125340010,PRIVATE SCHOOL,-8929444.875555549,3018642.579934464
SOMERSET ACADEMY POMPANO,3311 NW 9TH AVE,POMPANO BEACH,33064,BROWARD,"-80.13866718,26.27275748",17R NK 86002 06176,,484222190070,PRIVATE SCHOOL,-8920995.623704212,3032902.532164275
SOUTH FLORIDA PREPARATORY CHRISTIAN ACADEMY,2351 NW 26 ST,FORT LAUDERDALE,33311,BROWARD,"-80.17459715,26.15886614",17R NJ 82494 93539,,494229410010,PRIVATE SCHOOL,-8924995.329572214,3018770.53632605
NATIONWIDE ACADEMY HIGH SCHOOL,2514 HOLLYWOOD BLVD ,HOLLYWOOD ,33020,BROWARD,"-80.15784221,26.01074812",17R NJ 84275 77145,,,PRIVATE SCHOOL,-8923130.177360985,3000412.205068414
COMMUNITY CHRISTIAN ACADEMY OF BROWARD,901 NW 112TH AVENUE ,FORT LAUDERDALE ,33322,BROWARD,"-80.29882874,26.13261096",17R NJ 70093 90558,,,PRIVATE SCHOOL,-8938824.726255814,3015514.670108836
ALTERNATIVE EDUCATION FOUNDATION - WESTHAM,5725 SW 45TH STREET,DAVIE,33314,BROWARD,,,,,PRIVATE SCHOOL,-8930355.74898392,3007295.856565174
THE SAGEMONT SCHOOL - LOWER SCHOOL CAMPUS,1570 SAGEMONT WAY,WESTON,33326,BROWARD,"-80.37908629,26.10004012",17R NJ 62087 86910,,,PRIVATE SCHOOL,-8947758.956125293,3011476.625503678
LIGHTHOUSE CHRISTIAN SCHOOL,2331 NE 26 AVENUE,POMPANO BEACH,33062,BROWARD,"-80.09808861,26.26062926",17R NK 90063 04861,,,PRIVATE SCHOOL,-8916478.437308455,3031396.9666907475
ATLANTIS ACADEMY,10193 NW 31ST ST,POMPANO BEACH ,33065,BROWARD,"-80.26203300,26.26981852",17R NK 73685 05775,,,PRIVATE SCHOOL,-8934728.643163124,3032537.682835217
MARGATE CHRISTIAN,200 STATE ROAD 7,MARGATE,33068,BROWARD,"-80.20403015,26.22868201",17R NK 79505 01253,,,PRIVATE SCHOOL,-8928271.795623148,3027431.869069945
SPRING GATE SCHOOL,6501 W. SUNRISE BLVD.,FT. LAUDERDALE,33313,BROWARD,"-80.23666547,26.13743643",17R NJ 76305 91128,,,PRIVATE SCHOOL,-8931904.743251346,3016113.0149018643
WESTLAKE PREPARATORY SCHOOL AND ACADEMY,8950 STIRLING RD,COOPER CITY,33024,BROWARD,,,,,PRIVATE SCHOOL,-8935243.431559723,3004471.5685678055
DAVID POSNACK HEBREW DAY SCHOOL,5850 S. PINE ISLAND ROAD,DAVIE,33328,BROWARD,"-80.25874348,26.04791413",17R NJ 74154 81200,,,PRIVATE SCHOOL,-8934362.455954071,3005016.5251679206
PHYL'S ACADEMY PREPARATORY SCHOOL,7205 ROYAL PALM BLVD.,MARGATE,33063,BROWARD,"-80.22215586,26.25399166",17R NK 77678 04045,,,PRIVATE SCHOOL,-8930289.540480625,3030573.0580487004
AMERICAN HIGH SCHOOL,1000 CORPORATE DRIVE,FORT LAUDERDALE,33334,BROWARD,,,,,PRIVATE SCHOOL,-8920856.091107288,3024827.265528327
West Broward Academy At Excelsior,10038 W McNab Road,Tamarac,33321,BROWARD,"-80.29396987,26.20805822",17R NJ 70534 98917,,,PRIVATE SCHOOL,-8938283.840167217,3024872.748710699
Florida Intercultural Academy, 1100 Ben Tobin Drive,Hollywood,33019,BROWARD,"-80.17897244,26.00112381",17R NJ 82167 76066,,,PRIVATE SCHOOL,-8925482.384541204,2999220.132561412
PAIDEIA CLASSICAL ACADEMY,2370 HAMMOCK BLVD,COCONUT CREEK,33063,BROWARD,,,,,PRIVATE SCHOOL,-8926798.319613997,3030911.4664328564
THE MASTER'S ACADEMY,13900 GRIFFIN ROAD,FORT LAUDERDLE,33330,BROWARD,"-80.33209163,26.06184313",17R NJ 66808 82703,,,PRIVATE SCHOOL,-8942527.535064511,3006742.498093112
Florida Virtual Academy at Broward County,110 SE 6th Street,Fort Lauderdale,33301,BROWARD,"-80.14160169,26.11464746",17R NJ 85824 88663,,,PRIVATE SCHOOL,-8921322.290961066,3013287.465127528
METZUYAN ACADEMY,2751 VAN BUREN STREET ,HOLLYWOOD ,33020,BROWARD,"-80.16298289,26.00997849",17R NJ 83761 77057,,,PRIVATE SCHOOL,-8923702.435294261,3000316.8741271417
CENTER ACADEMY,4700 RIVERSIDE DR STE 100,CORAL SPRINGS ,33067,BROWARD,"-80.23488167,26.28791295",17R NK 76385 07794,,,PRIVATE SCHOOL,-8931706.171280857,3034784.115301966
IMAGINE AT BROWARD MIDDLE (6-8),9001 WESTVIEW DRIVE,CORAL SPRINGS,33067,BROWARD,"-80.24758622,26.29966663",17R NK 75109 09089,,,PRIVATE SCHOOL,-8933120.435025427,3036243.5282352692
AUKELA CHRISTIAN MILITARY ACADEMY,2835-39 MADISON STREET,HOLLYWOOD,33020,BROWARD,"-80.16435554,26.00631627",17R NJ 83626 76650,,,PRIVATE SCHOOL,-8923855.238799756,2999863.2609437346
NORTH BROWARD PREPARATORY SCHOOL,3251 NW 101ST AVENUE ,CORAL SPRINGS ,33065,BROWARD,"-80.25990868,26.27100988",17R NK 73897 05908,,,PRIVATE SCHOOL,-8934492.16536161,3032685.5800601356
ST. JEROME CATHOLIC SCHOOL,2601 SOUTHWEST 9TH AVENUE ,FORT LAUDERDALE ,33315,BROWARD,"-80.15335427,26.08998403",17R NJ 84667 85924,,,PRIVATE SCHOOL,-8922630.583235983,3010230.1259026397
BROWARD ACADEMY,7601 SW 39TH ST,DAVIE,33328,BROWARD,"-80.24934627,26.07411047",17R NJ 75077 84107,,,PRIVATE SCHOOL,-8933316.36292379,3008262.741386979
RHEMA WORD CHRISTIAN ACADEMY,1219 NE 4TH AVE,FORT LAUDERDALE,33304,BROWARD,,,,,PRIVATE SCHOOL,-8921237.33088341,3016585.0600653826
"ST. SAVIOUR ACADEMY, INC.",216 NE 1 AVENUE,POMPANO BEACH,33060,BROWARD,"-80.12407889,26.23357690",17R NK 87488 01847,,,PRIVATE SCHOOL,-8919371.662576666,3028039.322146534
ST. BERNADETTE SCHOOL,7450 STIRLING RD,HOLLYWOOD,33024,BROWARD,"-80.23804884,26.04269533",17R NJ 76228 80634,,,PRIVATE SCHOOL,-8932058.73889968,3004369.9042202914
Everest Charter School,10038 W McNab Road,Tamarac,33321,BROWARD,"-80.29396987,26.20805822",17R NJ 70534 98917,,,PRIVATE SCHOOL,-8938283.840167217,3024872.748710699
