Name,Address,City,Zip,COUNTY,LONGLAT,USNG,OWNERSHIP,PARCELID,FACILITY_TYPE,x,y
SAFETY HARBOR EMS,700 MAIN ST,SAFETY HARBOR,34695,PINELLAS,"-82.69439817,27.99054058",17R LL 33374 97311,MUNICIPAL,16 29 03 96498 030 0010,EMERGENCY MEDICAL SERVICE,-9205498.296182461,3247781.2250823425
PALM HARBOR EMS,250 W LAKE RD,PALM HARBOR,34684,PINELLAS,"-82.73515832,28.06573054",17R LM 29483 05698,MUNICIPAL,16 28 07 00000 130 0700,EMERGENCY MEDICAL SERVICE,-9210035.694460195,3257263.4375424725
SEMINOLE EMS,11195 70TH AVE N,SEMINOLE,33772,PINELLAS,"-82.79480417,27.83707828",17R LL 23249 80447,MUNICIPAL,15 30 27 70758 300 2503,EMERGENCY MEDICAL SERVICE,-9216675.440184519,3228448.5723205055
CLEARWATER EMS,610 FRANKLIN ST,CLEARWATER,33756,PINELLAS,"-82.79806358,27.96335693",17R LL 23133 94444,MUNICIPAL,15 29 15 54450 007 0010,EMERGENCY MEDICAL SERVICE,-9217038.276266593,3244354.7222113833
DUNEDIN EMS,1046 VIRGINIA ST,DUNEDIN,34698,PINELLAS,"-82.77073989,28.01250628",17R LL 25900 99851,MUNICIPAL,15 28 26 00000 430 0500,EMERGENCY MEDICAL SERVICE,-9213996.617229734,3250550.636778902
BAYFRONT MEDICAL CENTER BAYFLITE 5 AMBULANCE,107 8TH AVE SE,SAINT PETERSBURG,33701,PINELLAS,"-82.63264655,27.76268100",17R LL 39111 71981,MUNICIPAL,17 31 20 00241 001 0020,EMERGENCY MEDICAL SERVICE,-9198624.13706132,3219086.106685061
PINELLAS PARK EMS,11350 43RD ST N,CLEARWATER,33762,PINELLAS,"-82.69292275,27.87537145",17R LL 33342 84548,MUNICIPAL,16 30 15 29243 000 0110,EMERGENCY MEDICAL SERVICE,-9205334.052829355,3233270.047394952
MADEIRA BEACH EMS,300 MUNICIPAL DR,SAINT PETERSBURG,33708,PINELLAS,"-82.80165406,27.80450381",17R LL 22521 76848,MUNICIPAL,15 31 09 00000 130 0100,EMERGENCY MEDICAL SERVICE,-9217437.966274623,3224348.475657598
GULFPORT EMS,5314 23RD AVE S,SAINT PETERSBURG,33707,PINELLAS,"-82.70580712,27.74705489",17R LL 31876 70348,MUNICIPAL,16 31 33 93942 000 2150,EMERGENCY MEDICAL SERVICE,-9206768.334188515,3217120.465301566
SOUTH PASADENA EMS,911 OLEANDER WAY S,SAINT PETERSBURG,33707,PINELLAS,"-82.73297167,27.75998595",17R LL 29218 71818,MUNICIPAL,16 31 30 88632 000 0140,EMERGENCY MEDICAL SERVICE,-9209792.278054178,3218747.070393466
TREASURE ISLAND EMS,180 108TH AVE,SAINT PETERSBURG,33706,PINELLAS,"-82.76833195,27.77082728",17R LL 25750 73069,MUNICIPAL,15 31 23 91818 008 0121,EMERGENCY MEDICAL SERVICE,-9213728.566962516,3220110.9570965273
PINELLAS SUNCOAST EMS,304 1ST ST,INDIAN ROCKS BEACH,33785,PINELLAS,"-82.84991679,27.88107724",17R LL 17894 85403,MUNICIPAL,14 30 12 42858 009 0170,EMERGENCY MEDICAL SERVICE,-9222810.548862223,3233988.6070665014
LARGO EMS,201 HIGHLAND AVE NE,LARGO,33770,PINELLAS,"-82.77582113,27.91933708",17R LL 25251 89535,MUNICIPAL,15 29 35 71824 000 0010,EMERGENCY MEDICAL SERVICE,-9214562.258655116,3238807.8423712472
PINELLAS PARK EMS,5000 82ND AVE N,PINELLAS PARK,33781,PINELLAS,"-82.70252203,27.84615445",17R LL 32352 81323,MUNICIPAL,16 30 28 21330 001 0040,EMERGENCY MEDICAL SERVICE,-9206402.639805017,3229591.1955869356
PINELLAS PARK EMS,6565 94TH AVE,PINELLAS PARK,33782,PINELLAS,"-82.72812465,27.85775216",17R LL 29849 82644,MUNICIPAL,16 30 20 69804 200 2503,EMERGENCY MEDICAL SERVICE,-9209252.70979632,3231051.399251307
ST PETE BEACH EMS,7301 GULF BLVD,SAINT PETERSBURG,33706,PINELLAS,"-82.75063894,27.74121287",17R LL 27447 69763,MUNICIPAL,15 31 36 77994 055 0010,EMERGENCY MEDICAL SERVICE,-9211758.989825737,3216385.6581532015
TARPON SPRINGS FIRE RESCUE,444 S HUEY AVE,TARPON SPRINGS,34689,PINELLAS,"-82.74490733,28.14276276",17R LM 28648 14248,MUNICIPAL,16 27 18 39564 000 0010,EMERGENCY MEDICAL SERVICE,-9211120.949437099,3266984.860243313
OLDSMAR EMS,225 PINE AVE N,OLDSMAR,34677,PINELLAS,"-82.67058809,28.04408269",17R LM 35797 03211,MUNICIPAL,16 28 14 20225 000 0020,EMERGENCY MEDICAL SERVICE,-9202847.770276213,3254532.745796571
AIR AMBULANCE NETWORK,905 E MARTIN LUTHER KING JR DR,TARPON SPRINGS,34689,PINELLAS,"-82.74282938,28.14193481",17R LM 28850 14153,PRIVATE,15 27 12 89982 047 0300,EMERGENCY MEDICAL SERVICE,-9210889.633326754,3266880.33630249
PINELLAS CO EMS AUTHORITY/SUNSTAR,12490 ULMERTON RD,LARGO,33774,PINELLAS,"-82.81066643,27.88576706",17R LL 21766 85865,COUNTY,15 30 09 00000 230 0100,EMERGENCY MEDICAL SERVICE,-9218441.21909398,3234579.248611975
AIR MD AMBULANCE,4707 140TH AVE,CLEARWATER,33762,PINELLAS,"-82.69728758,27.89952098",17R LL 32950 87229,COUNTY,16 30 03 00118 000 0100,EMERGENCY MEDICAL SERVICE,-9205819.943168575,3236311.5797716994
LEALMAN EMS,4017 56TH AVE N,SAINT PETERSBURG,33714,PINELLAS,"-82.68792330,27.82319964",17R LL 33755 78760,COUNTY,16 30 34 54432 000 0310,EMERGENCY MEDICAL SERVICE,-9204777.516672751,3226701.5401006867
POLK CO PUB SAFETY DEPT EMS DIV,BARTOW AIRPORT BLDG 250 STE 12,BARTOW,33830,POLK,"-81.78356941,27.95258219",17R ML 22922 92196,COUNTY,252923000000011010,EMERGENCY MEDICAL SERVICE,-9104105.301775036,3242996.8034758274
POLK CO EMS STA 15-26 LAKELAND S,3822 S FLORIDA AVE,LAKELAND,33813,POLK,"-81.95633819,27.99437491",17R ML 05963 96947,COUNTY,242906275000001031,EMERGENCY MEDICAL SERVICE,-9123337.83503043,3248264.6123092864
POLK CO EMS STA 13 HAINES CITY,901 LEDWITH AVE,HAINES CITY,33844,POLK,"-81.62447961,28.10341190",17R MM 38657 08815,COUNTY,272729783000078010,EMERGENCY MEDICAL SERVICE,-9086395.506786633,3262017.931487321
POLK CO EMS STA 5 SUN AIR,7800 WATKINS RD,HAINES CITY,33844,POLK,"-81.53004814,28.01250002",17R ML 47889 98700,COUNTY,282829000000022020,EMERGENCY MEDICAL SERVICE,-9075883.442759348,3250549.8469992247
POLK CO EMS STA 19 DAVENPORT,6525 RONALD REAGAN PKWY,DAVENPORT,33896,POLK,"-81.65473392,28.25457071",17R MM 35776 25576,COUNTY,272606000000034020,EMERGENCY MEDICAL SERVICE,-9089763.400841925,3281107.4093339797
POLK CO EMS STA 7 MULBERRY,700 9TH AVE NE,MULBERRY,33860,POLK,"-81.96573769,27.89912821",17R ML 04955 86403,COUNTY,233001000000041050,EMERGENCY MEDICAL SERVICE,-9124384.181709502,3236262.1068914207
POLK CO EMS STA 23 GOLFVIEW,2902 STATE ROAD 60 E,LAKE WALES,33898,POLK,"-81.54109759,27.89402721",17R ML 46745 85580,COUNTY,283008941000031100,EMERGENCY MEDICAL SERVICE,-9077113.46293012,3235619.603522489
POLK CO EMS STA 11-18-32 WNTR HVN,229 AVE D NW,WINTER HAVEN,33881,POLK,"-81.72966148,28.02609294",17R MM 28274 00307,COUNTY,262820554000008070,EMERGENCY MEDICAL SERVICE,-9098104.298755681,3252263.910745427
POLK CO EMS STA 25 LAKE ALFRED,300 N SEMINOLE AVE,LAKE ALFRED,33850,POLK,"-81.72846671,28.09443858",17R MM 28436 07878,COUNTY,,EMERGENCY MEDICAL SERVICE,-9097971.297981536,3260885.559891796
POLK CO EMS STA 9-30 AUBURNDALE,310 3RD ST,AUBURNDALE,33823,POLK,"-81.77850968,28.06221775",17R MM 23497 04339,COUNTY,252811000000021010,EMERGENCY MEDICAL SERVICE,-9103542.055398997,3256820.2911960166
POLK CO EMS STA 10-24 LAKELAND N,5201 CORNELL ST,LAKELAND,33810,POLK,"-81.97484434,28.10903328",17R MM 04244 09664,COUNTY,232726010000002204,EMERGENCY MEDICAL SERVICE,-9125397.929357404,3262727.359903245
POLK CO EMS STA 27 POINCIANA,2910 S MARIGOLD AVE,KISSIMMEE,34759,POLK,"-81.46984761,28.13103815",17R MM 53859 11807,COUNTY,282713933480020006,EMERGENCY MEDICAL SERVICE,-9069181.950741716,3265504.770527457
POLK CO EMS STA 22 EAGLE LAKE,185 3RD ST S,EAGLE LAKE,33839,POLK,"-81.75919754,27.97920405",17R ML 25338 95130,COUNTY,262907679000063010,EMERGENCY MEDICAL SERVICE,-9101392.237872165,3246352.148669141
POLK CO EMS STA 12 CYPRSS GARDENS,2101 REGISTER RD,WINTER HAVEN,33884,POLK,"-81.68585217,27.99548886",17R ML 32561 96892,COUNTY,262902663640001580,EMERGENCY MEDICAL SERVICE,-9093227.468280049,3248405.049445466
POLK CO EMS ST 20 POLK CITY,200 N COMMONWEALTH AVE,POLK CITY,33868,POLK,"-81.82484816,28.18129085",17R MM 19033 17560,COUNTY,252633296500089010,EMERGENCY MEDICAL SERVICE,-9108700.431331418,3271849.704232675
POLK CO EMS STA 3 LAKE WALES,2029 STATE HWY 60 W,LAKE WALES,33859,POLK,"-81.62219357,27.90308856",17R ML 38769 86622,COUNTY,273004000000014080,EMERGENCY MEDICAL SERVICE,-9086141.025631404,3236760.9598140754
POLK CO EMS STA 6 NALCREST,10399 LEISURE LANE W,LAKE WALES,33898,POLK,"-81.42508694,27.85999142",17R ML 58150 81765,COUNTY,293021000000013020,EMERGENCY MEDICAL SERVICE,-9064199.215641584,3231333.3508244166
POLK CO EMS STA 2 FORT MEADE,1235 N 9TH ST,FORT MEADE,33841,POLK,"-81.78472410,27.76280406",17R ML 22674 71174,COUNTY,253123000000024020,EMERGENCY MEDICAL SERVICE,-9104233.84199619,3219101.5883016116
POLK CO EMS STA 21 LAKELAND SE,WATERFIELD CIR,LAKELAND,33803,POLK,"-81.89957338,27.99850032",17R ML 11548 97362,COUNTY,,EMERGENCY MEDICAL SERVICE,-9117018.804935338,3248784.715916699
POLK CO EMS STA 4 FROSTPROOF,47 N LAKE REEDY BLVD,FROSTPROOF,33843,POLK,"-81.52816237,27.74633175",17R ML 47948 69214,MUNICIPAL,283133000000031010,EMERGENCY MEDICAL SERVICE,-9075673.520671817,3217029.5071612564
POLK CO EMS STA 1-8 BARTOW,1450 PINEHURST ST,BARTOW,33830,POLK,"-81.82915386,27.87718243",17R ML 18381 83873,COUNTY,253017429532002130,EMERGENCY MEDICAL SERVICE,-9109179.739813328,3233498.109565993
POLK CO EMS STA 14-16 LAKELAND E,1255 E LIME ST,LAKELAND,33801,POLK,"-81.93785155,28.04027220",17R MM 07820 02018,COUNTY,242820000000033020,EMERGENCY MEDICAL SERVICE,-9121279.911606926,3254052.1420593145
POLK CO EMS ST 17-31 LAKELAND W,1800 W PARKER ST,LAKELAND,33815,POLK,"-81.98331749,28.05059057",17R MM 03360 03196,COUNTY,232814083510001000,EMERGENCY MEDICAL SERVICE,-9126341.15635703,3255353.60108546
PUTNAM COUNTY EMS ST 86 - CRESCENT CITY,312 UNION AVE,CRESCENT CITY,32112,PUTNAM,"-81.53588310,29.46191153",17R MN 48038 59282,COUNTY,13-12-27-0000-0130-0010,EMERGENCY MEDICAL SERVICE,-9076532.988366418,3434569.4175542253
PUTNAM COUNTY EMS ST 88 - FLORAHOME,103 OAK AVE N,FLORAHOME,32140,PUTNAM,"-81.88524434,29.73317860",17R MN 14391 89547,COUNTY,10-09-24-2600-0000-0000,EMERGENCY MEDICAL SERVICE,-9115423.703544525,3469298.3419193905
PUTNAM COUNTY EMS ST 84 - EAST PALATKA,158 W LOUIS BROER RD,EAST PALATKA,32131,PUTNAM,"-81.60031787,29.65506179",17R MN 41900 80715,MUNICIPAL,05-10-27-3400-0000-0010,EMERGENCY MEDICAL SERVICE,-9083705.833413089,3459287.8650911716
PUTNAM COUNTY EMS ST 82 - INTERLACHEN,170 S COUNTY ROAD 315,INTERLACHEN,32148,PUTNAM,"-81.88482006,29.61864289",17R MN 14334 76856,COUNTY,15-10-24-0000-0220-0020,EMERGENCY MEDICAL SERVICE,-9115376.47301083,3454623.529511861
PUTNAM COUNTY EMS ST 83 - SATSUMA,109 S 1ST ST,SATSUMA,32189,PUTNAM,"-81.65896490,29.54863371",17R MN 36157 68953,COUNTY,39-11-26-8230-0010-0130,EMERGENCY MEDICAL SERVICE,-9090234.391048478,3445661.862844673
PUTNAM COUNTY EMS ST 81/85 - MAIN STATION,120-1 ORIE GRIFFIN BLVD,PALATKA,32177,PUTNAM,"-81.66045721,29.66884751",17R MN 36089 82274,COUNTY,37-09-26-0000-0070-0000,EMERGENCY MEDICAL SERVICE,-9090400.514464233,3461053.905653325
PUTNAM COUNTY EMS ST 87 - OCHWILLA,299 N STATE ROAD 21,HAWTHORNE,32640,PUTNAM,"-82.02922767,29.62777251",17R MN 00362 77983,COUNTY,18-10-23-0000-0010-0000,EMERGENCY MEDICAL SERVICE,-9131451.854546452,3455792.6427504346
ST LUCIE CO EMS ST 5,1616 SE PORT ST LUCIE BLVD,PORT SAINT LUCIE,34952,ST. LUCIE,"-80.30321923,27.27091885",17R NL 68965 16634,COUNTY,3422-525-0010-010-3,EMERGENCY MEDICAL SERVICE,-8939313.473286033,3157360.445656009
ST LUCIE CO EMS ST 1,2400 RHODE ISLAND AVE,FORT PIERCE,34950,ST. LUCIE,"-80.34871912,27.42990308",17R NL 64370 34220,COUNTY,2416-504-0754-010-3,EMERGENCY MEDICAL SERVICE,-8944378.498325698,3177285.8966848003
ST LUCIE CO EMS ST 8,7583 S OCEAN DR,JENSEN BEACH,34957,ST. LUCIE,"-80.23154913,27.32766690",17R NL 76021 22962,COUNTY,3522-231-0002-100-7,EMERGENCY MEDICAL SERVICE,-8931335.19497545,3164469.3821060318
ST LUCIE CO EMS ST 6,350 E MIDWAY RD,FORT PIERCE,34982,ST. LUCIE,"-80.32025668,27.37478954",17R NL 67216 28131,COUNTY,3403-501-0340-000-9,EMERGENCY MEDICAL SERVICE,-8941210.073720818,3170375.2918312233
ST LUCIE CO EMS ST 12,1850 SE VILLAGE GREEN DR,PORT SAINT LUCIE,34952,ST. LUCIE,"-80.29745323,27.29953036",17R NL 69518 19807,COUNTY,3420-835-0005-000-8,EMERGENCY MEDICAL SERVICE,-8938671.60583542,3160944.209496776
ST LUCIE CO EMS ST 14,300 NW CALIFORNIA BLVD,PORT SAINT LUCIE,34986,ST. LUCIE,"-80.39931485,27.31643428",17R NL 59430 21627,COUNTY,3323-750-0049-030-9,EMERGENCY MEDICAL SERVICE,-8950010.789344843,3163061.961544733
STATION #2 SOUTH BEACH,855 SEAWAY DR,FORT PIERCE,34949,ST. LUCIE,"-80.30335843,27.46237406",17R NL 68833 37842,COUNTY,2402-133-0001-000-6,EMERGENCY MEDICAL SERVICE,-8939328.969756482,3181358.999842232
ST LUCIE CO EMS ST 13,273 SW BECKER RD,PORT SAINT LUCIE,34953,ST. LUCIE,"-80.35808374,27.20992822",17R NL 63569 09849,COUNTY,4432-422-0001-000-2,EMERGENCY MEDICAL SERVICE,-8945420.963298973,3149724.077437026
ST LUCIE CO EMS ST 15,721 AVENUE D,FORT PIERCE,34950,ST. LUCIE,"-80.32975867,27.45211980",17R NL 66230 36691,COUNTY,2410-601-0176-000-4,EMERGENCY MEDICAL SERVICE,-8942267.830828682,3180072.593963948
ST LUCIE CO EMS ST 3,250 SW PRIMA VISTA BLVD,PORT SAINT LUCIE,34983,ST. LUCIE,"-80.35058250,27.31738984",17R NL 64251 21756,COUNTY,3420-800-0030-000-4,EMERGENCY MEDICAL SERVICE,-8944585.928529559,3163181.685796773
ST LUCIE CO EMS ST 10,777 SW DALTON CIR,PORT SAINT LUCIE,34953,ST. LUCIE,"-80.37058138,27.26328637",17R NL 62302 15753,COUNTY,3420-705-0004-010-4,EMERGENCY MEDICAL SERVICE,-8946812.193787843,3156404.586230594
ST LUCIE CO EMS ST 4,2850 CURTIS KING BLVD,FORT PIERCE,34946,ST. LUCIE,"-80.36266465,27.48495675",17R NL 62960 40312,COUNTY,1429-333-0000-000-3,EMERGENCY MEDICAL SERVICE,-8945930.908143658,3184192.441089755
ST LUCIE CO EMS ST 11,3501 SHINN RD,FORT PIERCE,34945,ST. LUCIE,"-80.47284880,27.40258265",17R NL 52114 31136,COUNTY,2330-311-0001-000-2,EMERGENCY MEDICAL SERVICE,-8958196.55093233,3173859.7978029815
MARTIN MEMORIAL EMERGENCY CENTER ST LUCIE,1095 NW St Lucie West Blvd,Port St. Lucie,34986,ST. LUCIE,"-80.38235424,27.31914002",17R NL 61106 21934,,,EMERGENCY MEDICAL SERVICE,-8948122.743133418,3163400.9723303025
PORT ST LUCIE VOLUNTEER AMBULANCE,1800 SE TIFFANY AVE,PORT SAINT LUCIE,34952,ST. LUCIE,"-80.29371947,27.28696016",17R NL 69896 18416,MUNICIPAL,3420-750-0005-000-8,EMERGENCY MEDICAL SERVICE,-8938255.96540371,3159369.6022975207
ST LUCIE CO EMS ST 7,4900 FORT PIERCE BLVD,FORT PIERCE,34951,ST. LUCIE,"-80.40219540,27.52311029",17R NL 59035 44519,COUNTY,1301-601-0030-010-4,EMERGENCY MEDICAL SERVICE,-8950331.450405203,3188980.87019351
LIFELINE MEDICAL SERVICES INC,3192 W MIDWAY RD,FORT PIERCE,34981,ST. LUCIE,"-80.35715386,27.37471333",17R NL 63568 28103,PRIVATE,3405-133-0003-000-2,EMERGENCY MEDICAL SERVICE,-8945317.449572599,3170365.738202981
ST LUCIE CO EMS ST 9,3395 STATE HIGHWAY A1A N,FORT PIERCE,34949,ST. LUCIE,"-80.30233611,27.49773136",17R NL 68912 41759,STATE OF FLORIDA TIITF,1426-111-0001-000-9,EMERGENCY MEDICAL SERVICE,-8939215.16496039,3185795.5233925935
LIFEGUARD AMBULANCE SERVICE MAIN FACILITY,4340 AVALON BLVD,MILTON,32583,SANTA ROSA,"-87.08033200,30.59290295",16R DU 92298 84489,PRIVATE,17-1N-28-0000-07802-0000,EMERGENCY MEDICAL SERVICE,-9693738.21601128,3579991.934434914
AMBITRANS MEDICAL TRANSPORT,235 CENTER CT,VENICE,34285,SARASOTA,"-82.42906521,27.08059229",17R LK 58307 96166,PRIVATE,0428-14-0004,EMERGENCY MEDICAL SERVICE,-9175961.565747757,3133544.304030302
LONGBOAT KEY EMS ST 2,2162 GULF OF MEXICO DR,LONGBOAT KEY,34228,SARASOTA,"-82.61809582,27.36057322",17R LL 39963 27411,MUNICIPAL,0008-04-0006,EMERGENCY MEDICAL SERVICE,-9197004.357118886,3168593.2869878644
NORTH PORT EMS ST 84,1890 WEST PRICE BLVD,NORTH PORT,34288,SARASOTA,"-82.16647412,27.06895957",17R LK 84334 94609,MUNICIPAL,0983-04-8839,EMERGENCY MEDICAL SERVICE,-9146730.05921349,3132089.981216533
ENGLEWOOD EMS ST 73,1967 ENGLEWOOD RD,ENGLEWOOD,34223,SARASOTA,"-82.37808528,27.00358234",17R LK 63269 87578,MUNICIPAL,0485-06-0001,EMERGENCY MEDICAL SERVICE,-9170286.506132614,3123919.322506947
VENICE EMS ST 53,5300 EAST LAUREL ROAD,VENICE,34285,SARASOTA,"-82.37689938,27.13688087",17R LL 63548 02344,MUNICIPAL,0391-00-1030,EMERGENCY MEDICAL SERVICE,-9170154.49229908,3140583.638537357
VENICE EMS ST 51,112 S HARBOR DR,VENICE,34285,SARASOTA,"-82.45045516,27.09899485",17R LK 56209 98229,MUNICIPAL,0176-08-0001,EMERGENCY MEDICAL SERVICE,-9178342.683762606,3135845.300468668
SARASOTA CO EMS ST 11,2200 STICKNEY POINT RD,SARASOTA,34231,SARASOTA,"-82.52037238,27.26214880",17R LL 49497 16385,COUNTY,0103-15-0046,EMERGENCY MEDICAL SERVICE,-9186125.833025446,3156262.1280588084
SARASOTA CO EMS ST 17,5431 DESOTO ROAD,SARASOTA,34235,SARASOTA,"-82.46126215,27.38161015",17R LL 55504 29550,COUNTY,0014-00-1000,EMERGENCY MEDICAL SERVICE,-9179545.712164432,3171230.330905863
NORTH PORT EMS ST 81,4980 CITY CENTER BLVD,NORTH PORT,34286,SARASOTA,"-82.20804211,27.07387089",17R LK 80217 95191,MUNICIPAL,0977-00-1030,EMERGENCY MEDICAL SERVICE,-9151357.387307152,3132703.975804325
VENICE EMS ST 52,200 N GROVE ST,VENICE,34285,SARASOTA,"-82.43579083,27.10072684",17R LK 57666 98404,MUNICIPAL,0408-01-0091,EMERGENCY MEDICAL SERVICE,-9176710.258669153,3136061.8822945803
ENGLEWOOD EMS ST 71,599 S INDIANA AVE,ENGLEWOOD,34223,SARASOTA,"-82.35283601,26.95213823",17R LK 65713 81852,MUNICIPAL,0854-04-0019,EMERGENCY MEDICAL SERVICE,-9167475.769996617,3117493.3249180866
NORTH PORT EMS ST 85,1308 N BISCAYNE DR,NORTH PORT,34291,SARASOTA,"-82.25422496,27.07805278",17R LK 75642 95700,MUNICIPAL,0972-16-9155,EMERGENCY MEDICAL SERVICE,-9155593.276019158,3133609.746996491
NORTH PORT EMS ST 83,1150 NABATOFF ST,NORTH PORT,34288,SARASOTA,"-82.11829525,27.06826707",17R LK 89111 94488,MUNICIPAL,1122-15-9656,EMERGENCY MEDICAL SERVICE,-9141366.812284218,3132003.409130841
SARASOTA CO EMS ST 21,721 CENTER RD,VENICE,34285,SARASOTA,"-82.39848387,27.07970675",17R LK 61339 96034,COUNTY,0424-13-0002,EMERGENCY MEDICAL SERVICE,-9172557.266841698,3133433.588355011
SARASOTA CO EMS ST 12,3110 BEE RIDGE RD,SARASOTA,34239,SARASOTA,"-82.50774200,27.29845464",17R LL 50795 20393,COUNTY,0072-03-0007,EMERGENCY MEDICAL SERVICE,-9184719.825429847,3160809.453288308
SARASOTA CO EMS ST 13,1170 BEACH RD,SARASOTA,34242,SARASOTA,"-82.54701641,27.26644243",17R LL 46865 16894,COUNTY,0107-08-0001,EMERGENCY MEDICAL SERVICE,-9189091.832767662,3156799.8294171114
SARASOTA CO EMS ST 26,8020 S TAMIAMI TRAIL,VENICE,34293,SARASOTA,"-82.31634879,27.04551987",17R LK 69444 92159,COUNTY,0785-00-1010,EMERGENCY MEDICAL SERVICE,-9163414.03092484,3129160.006969188
SARASOTA CO EMS ST 2,2070 WALDEMERE ST,SARASOTA,34239,SARASOTA,"-82.52809794,27.31894650",17R LL 48809 22687,COUNTY,2035-12-0019,EMERGENCY MEDICAL SERVICE,-9186985.839138258,3163376.725000564
SARASOTA EMS ST 16,5875 HUMMINGBIRD AVE,SARASOTA,34241,SARASOTA,"-82.44080161,27.26701653",17R LL 57380 16831,COUNTY,0285-01-0001,EMERGENCY MEDICAL SERVICE,-9177268.055696959,3156871.7279934464
SARASOTA CO EMS ST 6,4100 N LOCKWOOD RIDGE RD,SARASOTA,34235,SARASOTA,"-82.50528185,27.36987008",17R LL 51134 28301,COUNTY,0029-10-0006,EMERGENCY MEDICAL SERVICE,-9184445.963132441,3169758.614880344
SARASOTA CO EMS ST 1,1445 4TH ST,SARASOTA,34236,SARASOTA,"-82.54155105,27.33999183",17R LL 47506 25035,COUNTY,2026-11-0064,EMERGENCY MEDICAL SERVICE,-9188483.432362292,3166013.8304173443
SARASOTA CO EMS ST 3,47 N ADAMS DR,SARASOTA,34236,SARASOTA,"-82.57654932,27.31994499",17R LL 44016 22858,COUNTY,2014-05-0084,EMERGENCY MEDICAL SERVICE,-9192379.42166943,3163501.8300792663
SARASOTA CO EMS ST 22,4531 STATE ROAD 776,VENICE,34293,SARASOTA,"-82.40127508,27.04384207",17R LK 61018 92064,COUNTY,0460-04-0001,EMERGENCY MEDICAL SERVICE,-9172867.98208293,3128950.3044586526
SARASOTA CO EMS ST 18,7232 MYAKKA VALLEY TRL,SARASOTA,34241,SARASOTA,"-82.34165283,27.24818804",17R LL 67174 14636,COUNTY,0613-00-1032,EMERGENCY MEDICAL SERVICE,-9166230.863867948,3154513.9308695705
SARASOTA CO EMS ST 4,3530 OLD BRADENTON RD,SARASOTA,34234,SARASOTA,"-82.54660684,27.36656610",17R LL 47042 27985,COUNTY,2020-04-0025,EMERGENCY MEDICAL SERVICE,-9189046.239780568,3169344.4621986933
SARASOTA CO EMS ST 7,4754 17TH ST,SARASOTA,34232,SARASOTA,"-82.47203070,27.35171287",17R LL 54399 26251,COUNTY,0040-02-0002,EMERGENCY MEDICAL SERVICE,-9180744.462235834,3167482.764666116
SARASOTA CO EMS ST 19,15911 RAWLS RD,SARASOTA,34240,SARASOTA,"-82.26861774,27.31349778",17R LL 74478 21796,COUNTY,0554-00-3042,EMERGENCY MEDICAL SERVICE,-9158100.63486915,3162694.049097763
SARASOTA CO EMS ST 23,1930 N TAMIAMI TRAIL,NOKOMIS,34275,SARASOTA,"-82.46599933,27.15249625",17R LL 54737 04173,COUNTY,0164-03-0005,EMERGENCY MEDICAL SERVICE,-9180073.053278217,3142537.0937002464
SARASOTA CO EMS ST 5,400 N BENEVA RD,SARASOTA,34232,SARASOTA,"-82.49697578,27.34019106",17R LL 51917 25004,COUNTY,2032-12-0006,EMERGENCY MEDICAL SERVICE,-9183521.33571769,3166038.7974079833
SARASOTA CO EMS ST 14,8821 S TAMIAMI TRL,SARASOTA,34238,SARASOTA,"-82.49100137,27.22176126",17R LL 52351 11876,COUNTY,0132-11-0036,EMERGENCY MEDICAL SERVICE,-9182856.268009517,3151205.3133278755
SARASOTA CO EMS ST 8,6750 BEE RIDGE RD,SARASOTA,34241,SARASOTA,"-82.43647606,27.29825698",17R LL 57849 20288,COUNTY,0261-01-0081,EMERGENCY MEDICAL SERVICE,-9176786.537517542,3160784.691138725
LONGWOOD FIRE RESCUE ST 15,301 W WARREN AVE,LONGWOOD,32750,SEMINOLE,"-81.35073683,28.70043755",17R MM 65740 74847,MUNICIPAL,312030300037A0000,EMERGENCY MEDICAL SERVICE,-9055922.599073721,3337573.417024848
CASSELBERRY FIRE RESCUE ST 25,1055 RED BUG LAKE RD,CASSELBERRY,32707,SEMINOLE,"-81.32051974,28.64668181",17R MM 68675 68884,MUNICIPAL,212130300003E0000,EMERGENCY MEDICAL SERVICE,-9052558.848386118,3330752.9447453106
SANFORD FIRE RESCUE ST 31,1303 S FRENCH AVE,SANFORD,32771,SEMINOLE,"-81.27272364,28.79976952",17R MM 73385 85832,MUNICIPAL,36193030000100000,EMERGENCY MEDICAL SERVICE,-9047238.211068034,3350185.781531142
CASSELBERRY FIRE RESCUE ST 21,681 SEMINOLA BLVD,CASSELBERRY,32707,SEMINOLE,"-81.32348678,28.67789216",17R MM 68395 72342,MUNICIPAL,0921305010C000030,EMERGENCY MEDICAL SERVICE,-9052889.138306709,3334712.454969342
OVIEDO FIRE RESCUE ST 44,42 S CENTRAL AVE,OVIEDO,32765,SEMINOLE,"-81.20817613,28.66940407",17R MM 79659 71377,MUNICIPAL,15213150400000110,EMERGENCY MEDICAL SERVICE,-9040052.814762374,3333635.4937791117
OVIEDO FIRE RESCUE ST 46,300 ALEXANDRIA BLVD,OVIEDO,32765,SEMINOLE,"-81.20335195,28.65335085",17R MM 80127 69597,MUNICIPAL,222131300002A0000,EMERGENCY MEDICAL SERVICE,-9039515.789649833,3331598.9149149912
