,CITY,COUNTY,FACILITY_TYPE,TTL_BEDS,hos_Longitude,hos_Latitude,hf_Longitude,hf_Latitude
277,TRINITY,PASCO,HOSPITAL - ACUTE CARE,242.0,-82.66006226,28.20378611,,
278,NEW PORT RICHEY,PASCO,HOSPITAL - ACUTE CARE,156.0,-82.71446023,28.25407225,,
279,HUDSON,PASCO,HOSPITAL - ACUTE CARE,290.0,-82.68823823,28.36127404,,
280,DADE CITY,PASCO,HOSPITAL - ACUTE CARE,120.0,-82.20071840,28.34799249,,
281,NEW PORT RICHEY,PASCO,HOSPITAL - ACUTE CARE,46.0,-82.72076009,28.23570978,,
282,SAINT PETERSBURG,PINELLAS,HOSPITAL - ACUTE CARE,288.0,-82.70233130,27.82523007,,
283,SAINT PETERSBURG,PINELLAS,HOSPITAL - ACUTE CARE,162.0,-82.66426453,27.78166672,,
284,SAINT PETERSBURG,PINELLAS,HOSPITAL - ACUTE CARE,307.0,-82.74069145,27.75225616,,
285,SAINT PETERSBURG,PINELLAS,HOSPITAL - ACUTE CARE,215.0,-82.72781447,27.80553615,,
286,SAINT PETERSBURG,PINELLAS,HOSPITAL - ACUTE CARE,393.0,-82.65077378,27.77897000,,
287,LARGO,PINELLAS,HOSPITAL - ACUTE CARE,169.0,-82.82531425,27.89845727,,
288,DUNEDIN,PINELLAS,HOSPITAL - ACUTE CARE,120.0,-82.78303547,28.01288286,,
289,LARGO,PINELLAS,HOSPITAL - ACUTE CARE,256.0,-82.80379158,27.91370418,,
290,SAFETY HARBOR,PINELLAS,HOSPITAL - ACUTE CARE,311.0,-82.70843516,28.03875956,,
291,TARPON SPRINGS,PINELLAS,HOSPITAL - ACUTE CARE,168.0,-82.75805476,28.13284590,,
292,DUNEDIN,PINELLAS,HOSPITAL - ACUTE CARE,48.0,-82.78267142,28.01288286,,
293,CLEARWATER,PINELLAS,HOSPITAL - ACUTE CARE,687.0,-82.80325149,27.95322893,,
294,SAINT PETERSBURG,PINELLAS,HOSPITAL - PEDIATRIC,259.0,-82.64011762,27.76464120,,
295,LARGO,PINELLAS,HOSPITAL,70.0,-82.79664401,27.92543054,,
296,CLEARWATER,PINELLAS,HOSPITAL,144.0,-82.71061937,27.87509105,,
297,SAINT PETERSBURG,PINELLAS,HOSPITAL,82.0,-82.63951822,27.74114617,,
298,SAINT PETERSBURG,PINELLAS,HOSPITAL - TRAUMA,480.0,-82.64322537,27.76327695,,
299,BAY PINES,PINELLAS,HOSPITAL - VA,153.0,-82.77886506,27.81123264,,
300,WINTER HAVEN,POLK,HOSPITAL,61.0,-81.72622200,28.00839577,,
301,WINTER HAVEN,POLK,HOSPITAL - ACUTE CARE,468.0,-81.72472465,28.02871878,,
302,LAKELAND,POLK,HOSPITAL - TRAUMA,849.0,-81.95409800,28.06092900,,
303,LAKE WALES,POLK,HOSPITAL - ACUTE CARE,160.0,-81.56524952,27.89679624,,
304,BARTOW,POLK,HOSPITAL - ACUTE CARE,72.0,-81.84455607,27.91893268,,
305,DAVENPORT,POLK,HOSPITAL - ACUTE CARE,193.0,-81.64255467,28.18139883,,
306,PALATKA,PUTNAM,HOSPITAL - ACUTE CARE,99.0,-81.69241288,29.64237968,,
307,SAINT AUGUSTINE,ST. JOHNS,HOSPITAL - ACUTE CARE,335.0,-81.31698742,29.86253593,,
308,JACKSONVILLE ,ST. JOHNS,HOSPITAL - VA,,-81.58798000,30.25512000,,
309,JACKSONVILLE ,ST. JOHNS,HOSPITAL - VA,,-81.40487000,30.38788000,,
310,JACKSONVILLE ,ST. JOHNS,HOSPITAL - VA,,-81.68401000,30.20871000,,
311,JACKSONVILLE ,ST. JOHNS,HOSPITAL - VA,,-81.66364000,30.34402000,,
312,JACKSONVILLE ,ST. JOHNS,HOSPITAL - VA,,-81.68522000,30.22259000,,
313,FORT PIERCE,ST. LUCIE,HOSPITAL - TRAUMA,370.0,-80.34597843,27.43261156,,
314,PORT SAINT LUCIE,ST. LUCIE,HOSPITAL - ACUTE CARE,229.0,-80.29446660,27.28889707,,
315,PORT SAINT LUCIE,ST. LUCIE,HOSPITAL - ACUTE CARE,90.0,-80.42670000,27.26240000,,
316,PORT SAINT LUCIE,ST. LUCIE,HOSPITAL,75.0,-80.27137690,27.29745811,,
317,MILTON,SANTA ROSA,HOSPITAL,100.0,-87.04237591,30.63443602,,
318,MILTON,SANTA ROSA,HOSPITAL - ACUTE CARE,129.0,-87.06709212,30.63420666,,
319,JAY,SANTA ROSA,HOSPITAL - ACUTE CARE,49.0,-87.15127761,30.94987524,,
320,GULF BREEZE,SANTA ROSA,HOSPITAL - ACUTE CARE,77.0,-87.15710187,30.36054490,,
321,ENGLEWOOD,SARASOTA,HOSPITAL - ACUTE CARE,100.0,-82.32653438,26.94977365,,
322,SARASOTA,SARASOTA,HOSPITAL - ACUTE CARE,155.0,-82.45354169,27.30193210,,
323,VENICE,SARASOTA,HOSPITAL - ACUTE CARE,312.0,-82.44485425,27.09026069,,
324,SARASOTA,SARASOTA,HOSPITAL,40.0,-82.44606242,27.30172715,,
325,SARASOTA,SARASOTA,HOSPITAL,96.0,-82.44258304,27.30083463,,
326,SARASOTA,SARASOTA,HOSPITAL - TRAUMA,819.0,-82.53060893,27.31822286,,
327,ALTAMONTE SPRINGS,SEMINOLE,HOSPITAL,50.0,-81.41512700,28.64548100,,
328,ALTAMONTE,SEMINOLE,HOSPITAL - ACUTE CARE,398.0,-81.37014670,28.66539220,,
329,LONGWOOD,SEMINOLE,HOSPITAL - ACUTE CARE,206.0,-81.35292576,28.69918248,,
330,SANFORD,SEMINOLE,HOSPITAL - TRAUMA,221.0,-81.28365096,28.81450457,,
331,OXFORD,SUMTER,HOSPITAL - ACUTE CARE,40.0,-82.01968394,28.90961737,,
332,THE VILLAGES,SUMTER,HOSPITAL - ACUTE CARE,297.0,-81.95852008,28.95036464,,
333,LIVE OAK,SUWANNEE,HOSPITAL - ACUTE CARE,25.0,-83.00295419,30.29129710,,
334,PERRY,TAYLOR,HOSPITAL - ACUTE CARE,48.0,-83.59324910,30.12008806,,
335,PERRY,TAYLOR,HOSPITAL,,-83.57773800,30.12822200,,
336,LAKE BUTLER,UNION,HOSPITAL,120.0,-82.35749868,29.98842293,,
337,LAKE BUTLER,UNION,HOSPITAL - PEDIATRIC,25.0,-82.32696026,30.02267794,,
338,DAYTONA BEACH,VOLUSIA,HOSPITAL - TRAUMA,568.0,-81.05492436,29.20213918,,
339,ORMOND BEACH,VOLUSIA,HOSPITAL - ACUTE CARE,80.0,-81.03695670,29.28445460,,
340,DAYTONA BEACH,VOLUSIA,HOSPITAL - ACUTE CARE,277.0,-81.10851683,29.24336873,,
341,DELAND,VOLUSIA,HOSPITAL - ACUTE CARE,156.0,-81.31823468,29.04379522,,
342,ORANGE CITY,VOLUSIA,HOSPITAL - ACUTE CARE,175.0,-81.28516952,28.91402589,,
343,PORT ORANGE,VOLUSIA,HOSPITAL - ACUTE CARE,80.0,-81.00872070,29.12633663,,
344,DAYTONA BEACH,VOLUSIA,HOSPITAL,34.0,-81.10736100,29.24209600,,
345,DAYTONA BEACH,VOLUSIA,HOSPITAL,30.0,-81.06876224,29.21402641,,
346,NEW SMYRNA BEACH,VOLUSIA,HOSPITAL - ACUTE CARE,112.0,-80.92207250,29.02033701,,
347,DAYTONA BEACH,VOLUSIA,HOSPITAL - VA,,-81.06156000,29.20604000,,
348,MIRAMAR BEACH,WALTON,HOSPITAL - ACUTE CARE,58.0,-86.30675890,30.37830464,,
349,DEFUNIAK SPRINGS,WALTON,HOSPITAL - ACUTE CARE,50.0,-86.11766669,30.65964224,,
350,CHIPLEY,WASHINGTON,HOSPITAL - ACUTE CARE,59.0,-85.54289060,30.76553747,,
351,SAINT CLOUD,,ASSISTED LIVING FACILITY,,,,-81.31125000,28.25644000
352,Miami Gardens,,ASSISTED LIVING FACILITY,8.0,,,-80.28290526,25.93999531
353,Miami Gardens,,ASSISTED LIVING FACILITY,6.0,,,-80.26308894,25.96339201
354,VERO BEACH,,HOSPICE,12.0,,,-80.39021600,27.66025700
355,Fort Pierce,,PUBLIC HEALTH OFFICE,0.0,,,-80.32984321,27.44986536
356,HIGH SPRINGS,ALACHUA,ADULT FAMILY CARE HOME,5.0,,,-82.60654500,29.83571200
357,GAINESVILLE,ALACHUA,SKILLED NURSING FACILITY,120.0,,,-82.41367600,29.66153800
358,GAINESVILLE,ALACHUA,SKILLED NURSING FACILITY,120.0,,,-82.40689800,29.64989800
359,GAINESVILLE,ALACHUA,SKILLED NURSING FACILITY,120.0,,,-82.33606500,29.63659800
360,GAINESVILLE,ALACHUA,SKILLED NURSING FACILITY,120.0,,,-82.41920200,29.63057800
361,GAINESVILLE,ALACHUA,SKILLED NURSING FACILITY,120.0,,,-82.38333900,29.63413800
362,GAINESVILLE,ALACHUA,SKILLED NURSING FACILITY,42.0,,,-82.35963800,29.60401600
363,GAINESVILLE,ALACHUA,SKILLED NURSING FACILITY,180.0,,,-82.34295000,29.63788300
364,GAINESVILLE,ALACHUA,SKILLED NURSING FACILITY,154.0,,,-82.37029400,29.61565800
365,GAINESVILLE,ALACHUA,HOSPICE,15.0,,,-82.43799643,29.69320122
366,GAINESVILLE,ALACHUA,END-STAGE RENAL DISEASE,0.0,,,-82.34341500,29.63925400
367,GAINESVILLE,ALACHUA,END-STAGE RENAL DISEASE,0.0,,,-82.43031400,29.68823500
368,GAINESVILLE,ALACHUA,END-STAGE RENAL DISEASE,0.0,,,-82.35943100,29.63320700
369,GAINESVILLE,ALACHUA,END-STAGE RENAL DISEASE,0.0,,,-82.33196200,29.65029800
370,GAINESVILLE,ALACHUA,END-STAGE RENAL DISEASE,0.0,,,-82.42937300,29.66946200
371,ALACHUA,ALACHUA,END-STAGE RENAL DISEASE,0.0,,,-82.46941100,29.78203100
372,GAINESVILLE,ALACHUA,RESIDENTIAL TREATMENT FACILITY,14.0,,,-82.37237000,29.61820300
373,GAINESVILLE,ALACHUA,RESIDENTIAL TREATMENT FACILITY,8.0,,,-82.36908300,29.62120700
374,HAWTHORNE,ALACHUA,RURAL HEALTH CLINIC,0.0,,,-82.08935100,29.58864300
375,BROOKER,ALACHUA,RURAL HEALTH CLINIC,0.0,,,-82.34182788,29.86987107
376,ALACHUA,ALACHUA,RURAL HEALTH CLINIC,0.0,,,-82.48892500,29.79222600
377,ARCHER,ALACHUA,RURAL HEALTH CLINIC,0.0,,,-82.52266000,29.53100300
378,HIGH SPRINGS,ALACHUA,RURAL HEALTH CLINIC,0.0,,,-82.59912573,29.82818309
379,GAINESVILLE,ALACHUA,AMBULATORY SURGICAL CENTER,0.0,,,-82.41664200,29.66340500
380,GAINESVILLE,ALACHUA,AMBULATORY SURGICAL CENTER,0.0,,,-82.41332300,29.66150100
381,GAINESVILLE,ALACHUA,AMBULATORY SURGICAL CENTER,0.0,,,-82.41030300,29.65974400
382,GAINESVILLE,ALACHUA,AMBULATORY SURGICAL CENTER,0.0,,,-82.41256800,29.66342100
383,GAINESVILLE,ALACHUA,AMBULATORY SURGICAL CENTER,0.0,,,-82.39257600,29.65678000
384,GAINESVILLE,ALACHUA,AMBULATORY SURGICAL CENTER,0.0,,,-82.38645500,29.67644900
385,GAINESVILLE,ALACHUA,BIRTH CENTER,0.0,,,-82.31584200,29.65196800
386,GAINESVILLE,ALACHUA,CRISIS STABILIZATION UNIT,22.0,,,-82.34138200,29.61173600
387,HAWTHORNE,ALACHUA,END-STAGE RENAL DISEASE,0.0,,,-82.08694000,29.60007300
388,GAINESVILLE,ALACHUA,ASSISTED LIVING FACILITY,140.0,,,-82.42719000,29.67731500
389,GAINESVILLE,ALACHUA,ASSISTED LIVING FACILITY,110.0,,,-82.39816900,29.64238000
390,GAINESVILLE,ALACHUA,BLOOD BANK,0.0,,,-82.38658587,29.65371446
391,MELROSE,ALACHUA,ASSISTED LIVING FACILITY,15.0,,,-82.06106494,29.70732981
392,HIGH SPRINGS,ALACHUA,ASSISTED LIVING FACILITY,15.0,,,-82.60091500,29.83724200
393,GAINESVILLE,ALACHUA,ASSISTED LIVING FACILITY,60.0,,,-82.39233300,29.70320600
394,NEWBERRY,ALACHUA,ASSISTED LIVING FACILITY,15.0,,,-82.65641000,29.64426000
395,HIGH SPRINGS,ALACHUA,ASSISTED LIVING FACILITY,48.0,,,-82.59382300,29.82559400
396,GAINESVILLE,ALACHUA,ASSISTED LIVING FACILITY,38.0,,,-82.39237100,29.70323300
397,GAINESVILLE,ALACHUA,ASSISTED LIVING FACILITY,79.0,,,-82.43365200,29.66485000
398,GAINESVILLE,ALACHUA,ASSISTED LIVING FACILITY,12.0,,,-82.31757000,29.65349800
399,GAINESVILLE,ALACHUA,ASSISTED LIVING FACILITY,12.0,,,-82.36966900,29.61415400
400,GAINESVILLE,ALACHUA,ASSISTED LIVING FACILITY,5.0,,,-82.30103000,29.65308100
401,GAINESVILLE,ALACHUA,ASSISTED LIVING FACILITY,8.0,,,-82.33755100,29.66028300
402,GAINESVILLE,ALACHUA,ASSISTED LIVING FACILITY,70.0,,,-82.35987800,29.60399500
403,MACCLENNY,BAKER,END-STAGE RENAL DISEASE,0.0,,,-82.11993636,30.28614803
404,GLEN SAINT MARY,BAKER,RURAL HEALTH CLINIC,0.0,,,-82.15442700,30.27757500
405,MACCLENNY,BAKER,RURAL HEALTH CLINIC,0.0,,,-82.12271000,30.26472400
406,MACCLENNY,BAKER,SKILLED NURSING FACILITY,68.0,,,-82.11765997,30.28494068
407,MACCLENNY,BAKER,SKILLED NURSING FACILITY,120.0,,,-82.11957600,30.27259400
408,PANAMA CITY,BAY,SKILLED NURSING FACILITY,120.0,,,-85.60755300,30.21401200
409,PANAMA CITY,BAY,SKILLED NURSING FACILITY,120.0,,,-85.67417200,30.17162800
410,PANAMA CITY,BAY,SKILLED NURSING FACILITY,120.0,,,-85.58784200,30.17414600
411,PANAMA CITY,BAY,SKILLED NURSING FACILITY,120.0,,,-85.66273300,30.18400200
412,PANAMA CITY,BAY,SKILLED NURSING FACILITY,120.0,,,-85.66260000,30.18648000
413,CALLAWAY,BAY,SKILLED NURSING FACILITY,77.0,,,-85.59096600,30.15939100
414,PANAMA CITY,BAY,SKILLED NURSING FACILITY,115.0,,,-85.64621400,30.15609800
415,PANAMA CITY,BAY,SKILLED NURSING FACILITY,22.0,,,-85.68187100,30.16805800
416,PANAMA CITY,BAY,SKILLED NURSING FACILITY,160.0,,,-85.68195200,30.20068400
417,PANAMA CITY,BAY,RESIDENTIAL TREATMENT FACILITY,20.0,,,-85.61650000,30.20203000
418,PANAMA CITY,BAY,END-STAGE RENAL DISEASE,0.0,,,-85.65258000,30.18122700
419,PANAMA CITY,BAY,END-STAGE RENAL DISEASE,0.0,,,-85.65851400,30.18525900
420,PANAMA CITY,BAY,END-STAGE RENAL DISEASE,0.0,,,-85.64923000,30.15769100
421,PANAMA CITY BEACH,BAY,END-STAGE RENAL DISEASE,0.0,,,-85.87903700,30.22710400
422,PANAMA CITY,BAY,CRISIS STABILIZATION UNIT,20.0,,,-85.65368100,30.17512800
423,PANAMA CITY,BAY,AMBULATORY SURGICAL CENTER,0.0,,,-85.64978500,30.19326200
424,PANAMA CITY,BAY,AMBULATORY SURGICAL CENTER,0.0,,,-85.67155500,30.18570200
425,PANAMA CITY,BAY,AMBULATORY SURGICAL CENTER,0.0,,,-85.66529500,30.18846800
426,PANAMA CITY,BAY,AMBULATORY SURGICAL CENTER,0.0,,,-85.65818500,30.18235100
427,PANAMA CITY,BAY,AMBULATORY SURGICAL CENTER,0.0,,,-85.66258700,30.18108300
428,PANAMA CITY,BAY,AMBULATORY SURGICAL CENTER,0.0,,,-85.66225700,30.17860200
429,PANAMA CITY,BAY,ASSISTED LIVING FACILITY,60.0,,,-85.75075100,30.15885800
430,PANAMA CITY,BAY,ASSISTED LIVING FACILITY,74.0,,,-85.66991500,30.21570000
431,LYNN HAVEN,BAY,ASSISTED LIVING FACILITY,47.0,,,-85.64967000,30.24879000
432,PANAMA CITY,BAY,ASSISTED LIVING FACILITY,50.0,,,-85.65831400,30.19471900
433,PANAMA CITY,BAY,ASSISTED LIVING FACILITY,9.0,,,-85.61924000,30.20069000
434,PANAMA CITY,BAY,ASSISTED LIVING FACILITY,35.0,,,-85.65863200,30.14789900
435,PANAMA CITY,BAY,ASSISTED LIVING FACILITY,40.0,,,-85.57198000,30.15756000
436,PANAMA CITY,BAY,ASSISTED LIVING FACILITY,,,,-85.68249759,30.19847650
437,PANAMA CITY,BAY,ASSISTED LIVING FACILITY,34.0,,,-85.50425100,30.11541800
438,HAMPTON,BRADFORD,ASSISTED LIVING FACILITY,28.0,,,-82.13671400,29.85714500
439,STARKE,BRADFORD,ASSISTED LIVING FACILITY,14.0,,,-82.10775700,29.94179900
440,STARKE,BRADFORD,END-STAGE RENAL DISEASE,0.0,,,-82.11323800,29.94423200
441,STARKE,BRADFORD,RURAL HEALTH CLINIC,0.0,,,-82.11191400,29.94474200
442,STARKE,BRADFORD,RURAL HEALTH CLINIC,0.0,,,-82.10296000,29.94220300
443,STARKE,BRADFORD,ADULT FAMILY CARE HOME,5.0,,,-82.09334500,29.87532100
444,STARKE,BRADFORD,SKILLED NURSING FACILITY,120.0,,,-82.10731500,29.94043600
445,STARKE,BRADFORD,SKILLED NURSING FACILITY,120.0,,,-82.10232000,29.93617100
446,MELBOURNE,BREVARD,SKILLED NURSING FACILITY,120.0,,,-80.61817132,28.05590793
447,MELBOURNE,BREVARD,SKILLED NURSING FACILITY,120.0,,,-80.62836446,28.04677304
448,MELBOURNE,BREVARD,SKILLED NURSING FACILITY,120.0,,,-80.61151060,28.08917141
449,TITUSVILLE,BREVARD,SKILLED NURSING FACILITY,120.0,,,-80.82872758,28.57154734
450,TITUSVILLE,BREVARD,SKILLED NURSING FACILITY,120.0,,,-80.81926379,28.62780916
451,MELBOURNE,BREVARD,SKILLED NURSING FACILITY,114.0,,,-80.70838151,28.23888663
452,PALM BAY,BREVARD,SKILLED NURSING FACILITY,120.0,,,-80.60487702,28.01970022
453,PALM BAY,BREVARD,SKILLED NURSING FACILITY,120.0,,,-80.62138069,28.01490192
454,ROCKLEDGE,BREVARD,SKILLED NURSING FACILITY,107.0,,,-80.73738199,28.33022578
455,MELBOURNE,BREVARD,SKILLED NURSING FACILITY,167.0,,,-80.67451808,28.12078452
456,PALM BAY,BREVARD,SKILLED NURSING FACILITY,141.0,,,-80.61533652,27.99986903
457,WEST MELBOURNE,BREVARD,SKILLED NURSING FACILITY,179.0,,,-80.67633222,28.09371053
458,MERRITT ISLAND,BREVARD,SKILLED NURSING FACILITY,96.0,,,-80.68726301,28.33820858
459,TITUSVILLE,BREVARD,SKILLED NURSING FACILITY,157.0,,,-80.82165935,28.62688801
460,ROCKLEDGE,BREVARD,SKILLED NURSING FACILITY,100.0,,,-80.73547129,28.32565097
461,MELBOURNE,BREVARD,SKILLED NURSING FACILITY,138.0,,,-80.61278672,28.08669741
462,MERRITT ISLAND,BREVARD,SKILLED NURSING FACILITY,120.0,,,-80.70603770,28.38291648
463,MERRITT ISLAND,BREVARD,ADULT FAMILY CARE HOME,5.0,,,-80.67084114,28.37032169
464,MERRITT ISLAND,BREVARD,ADULT FAMILY CARE HOME,5.0,,,-80.69821793,28.39115851
465,MERRITT ISLAND,BREVARD,ADULT FAMILY CARE HOME,5.0,,,-80.67767954,28.31370790
466,PALM BAY,BREVARD,ADULT FAMILY CARE HOME,4.0,,,-80.66853442,28.03080397
467,PALM BAY,BREVARD,ADULT FAMILY CARE HOME,4.0,,,-80.72337661,28.02734161
468,PALM BAY,BREVARD,ADULT FAMILY CARE HOME,4.0,,,-80.63624925,27.99001513
469,PALM BAY,BREVARD,ADULT FAMILY CARE HOME,4.0,,,-80.65617053,28.00256928
470,PALM BAY,BREVARD,ADULT FAMILY CARE HOME,4.0,,,-80.67857796,28.00287805
471,PALM BAY,BREVARD,ADULT FAMILY CARE HOME,4.0,,,-80.69743507,28.02596006
472,WEST MELBOURNE,BREVARD,SKILLED NURSING FACILITY,180.0,,,-80.65671049,28.07799095
473,MERRITT ISLAND,BREVARD,SKILLED NURSING FACILITY,180.0,,,-80.70816953,28.38963981
474,MELBOURNE,BREVARD,SKILLED NURSING FACILITY,110.0,,,-80.61567455,28.08620200
475,PALM BAY,BREVARD,ADULT FAMILY CARE HOME,5.0,,,-80.61007312,28.03288998
476,TITUSVILLE,BREVARD,ADULT FAMILY CARE HOME,5.0,,,-80.83960428,28.65168347
477,ROCKLEDGE,BREVARD,RURAL HEALTH CLINIC,0.0,,,-80.71975677,28.32495891
478,COCOA BEACH,BREVARD,RURAL HEALTH CLINIC,0.0,,,-80.62303951,28.36010552
479,MELBOURNE,BREVARD,RESIDENTIAL TREATMENT FACILITY,32.0,,,-80.65737615,28.09374065
480,ROCKLEDGE,BREVARD,RESIDENTIAL TREATMENT FACILITY,44.0,,,-80.73762451,28.32645592
481,MELBOURNE,BREVARD,RURAL HEALTH CLINIC,0.0,,,-80.64686692,28.08471322
482,MELBOURNE,BREVARD,RESIDENTIAL TREATMENT FACILITY,22.0,,,-80.65606965,28.09411551
483,COCOA,BREVARD,RESIDENTIAL TREATMENT FACILITY,12.0,,,-80.77940103,28.35706296
484,MELBOURNE,BREVARD,END-STAGE RENAL DISEASE,0.0,,,-80.62085328,28.07577266
485,MELBOURNE,BREVARD,END-STAGE RENAL DISEASE,0.0,,,-80.68010577,28.22749454
486,MELBOURNE,BREVARD,END-STAGE RENAL DISEASE,0.0,,,-80.61806912,28.08679588
487,MELBOURNE,BREVARD,END-STAGE RENAL DISEASE,0.0,,,-80.62869058,28.03672338
488,MELBOURNE,BREVARD,END-STAGE RENAL DISEASE,0.0,,,-80.70824535,28.23742595
489,TITUSVILLE,BREVARD,END-STAGE RENAL DISEASE,0.0,,,-80.82122573,28.62522244
490,TITUSVILLE,BREVARD,END-STAGE RENAL DISEASE,0.0,,,-80.81429666,28.61506693
491,TITUSVILLE,BREVARD,HOSPICE,12.0,,,-80.81392000,28.53315000
492,ROCKLEDGE,BREVARD,HOSPICE,12.0,,,-80.73383308,28.32363330
493,PALM BAY,BREVARD,HOSPICE,16.0,,,-80.61248376,28.00492543
494,MELBOURNE,BREVARD,AMBULATORY SURGICAL CENTER,0.0,,,-80.61827004,28.08842616
495,MELBOURNE,BREVARD,AMBULATORY SURGICAL CENTER,0.0,,,-80.65582499,28.09495331
496,MELBOURNE,BREVARD,AMBULATORY SURGICAL CENTER,0.0,,,-80.60263607,28.07573648
497,MELBOURNE,BREVARD,AMBULATORY SURGICAL CENTER,0.0,,,-80.62012797,28.08379171
498,MELBOURNE,BREVARD,AMBULATORY SURGICAL CENTER,0.0,,,-80.61722784,28.08681242
499,MELBOURNE,BREVARD,AMBULATORY SURGICAL CENTER,0.0,,,-80.61435440,28.09211200
500,MELBOURNE,BREVARD,AMBULATORY SURGICAL CENTER,0.0,,,-80.70671878,28.23114998
501,MELBOURNE,BREVARD,AMBULATORY SURGICAL CENTER,0.0,,,-80.61717904,28.09182154
502,MELBOURNE,BREVARD,AMBULATORY SURGICAL CENTER,0.0,,,-80.62020958,28.09825051
503,MELBOURNE,BREVARD,AMBULATORY SURGICAL CENTER,0.0,,,-80.61182282,28.08729665
504,MELBOURNE,BREVARD,AMBULATORY SURGICAL CENTER,0.0,,,-80.60837871,28.07820945
505,MERRITT ISLAND,BREVARD,AMBULATORY SURGICAL CENTER,0.0,,,-80.70172794,28.37455416
506,MERRITT ISLAND,BREVARD,AMBULATORY SURGICAL CENTER,0.0,,,-80.70408585,28.39868512
507,MERRITT ISLAND,BREVARD,AMBULATORY SURGICAL CENTER,0.0,,,-80.68353363,28.36010437
508,MERRITT ISLAND,BREVARD,AMBULATORY SURGICAL CENTER,0.0,,,-80.70067832,28.36646730
509,ROCKLEDGE,BREVARD,AMBULATORY SURGICAL CENTER,0.0,,,-80.71565279,28.32410456
510,TITUSVILLE,BREVARD,AMBULATORY SURGICAL CENTER,0.0,,,-80.80801267,28.60643870
511,WEST MELBOURNE,BREVARD,AMBULATORY SURGICAL CENTER,0.0,,,-80.67205052,28.10140313
512,MELBOURNE,BREVARD,CRISIS STABILIZATION UNIT,50.0,,,-80.62597965,28.09538888
513,MELBOURNE,BREVARD,CRISIS STABILIZATION UNIT,16.0,,,-80.61583265,28.08968332
514,MERRITT ISLAND,BREVARD,END-STAGE RENAL DISEASE,0.0,,,-80.70099964,28.35288710
515,PALM BAY,BREVARD,END-STAGE RENAL DISEASE,0.0,,,-80.61343652,28.00226747
516,PALM BAY,BREVARD,ASSISTED LIVING FACILITY,5.0,,,-80.72396678,28.00105756
517,PALM BAY,BREVARD,ASSISTED LIVING FACILITY,5.0,,,-80.67622908,27.98719382
518,PALM BAY,BREVARD,ASSISTED LIVING FACILITY,5.0,,,-80.66270591,28.00149218
519,PALM BAY,BREVARD,ASSISTED LIVING FACILITY,5.0,,,-80.72345089,28.04130196
520,PALM BAY,BREVARD,ASSISTED LIVING FACILITY,5.0,,,-80.65259146,28.00397474
521,PALM BAY,BREVARD,ASSISTED LIVING FACILITY,5.0,,,-80.67009190,28.00781095
522,PALM BAY,BREVARD,ASSISTED LIVING FACILITY,5.0,,,-80.66177394,27.95964223
523,PALM BAY,BREVARD,ASSISTED LIVING FACILITY,5.0,,,-80.64010637,27.98378477
524,PALM BAY,BREVARD,ASSISTED LIVING FACILITY,5.0,,,-80.69637513,28.03504075
525,PALM BAY,BREVARD,ASSISTED LIVING FACILITY,5.0,,,-80.68166761,28.00850550
526,PALM BAY,BREVARD,ASSISTED LIVING FACILITY,5.0,,,-80.63862539,27.96513295
527,PALM BAY,BREVARD,ASSISTED LIVING FACILITY,5.0,,,-80.67090730,27.96407008
528,PALM BAY,BREVARD,ASSISTED LIVING FACILITY,5.0,,,-80.62314709,28.00130879
529,PALM BAY,BREVARD,ASSISTED LIVING FACILITY,5.0,,,-80.62584118,27.89476017
530,PALM BAY,BREVARD,ASSISTED LIVING FACILITY,5.0,,,-80.65316039,27.99783587
531,PALM BAY,BREVARD,ASSISTED LIVING FACILITY,5.0,,,-80.72526459,28.01789405
532,PALM BAY,BREVARD,ASSISTED LIVING FACILITY,5.0,,,-80.71198353,28.02914442
533,PALM BAY,BREVARD,ASSISTED LIVING FACILITY,5.0,,,-80.70639692,28.01719711
534,PALM BAY,BREVARD,ASSISTED LIVING FACILITY,5.0,,,-80.62366703,27.92810857
535,PALM BAY,BREVARD,ASSISTED LIVING FACILITY,5.0,,,-80.65575169,28.00119601
536,MELBOURNE,BREVARD,ASSISTED LIVING FACILITY,16.0,,,-80.70080009,28.07505192
537,PALM BAY,BREVARD,ASSISTED LIVING FACILITY,6.0,,,-80.71093509,27.98250928
538,PALM BAY,BREVARD,ASSISTED LIVING FACILITY,6.0,,,-80.69353284,27.99106658
539,PALM BAY,BREVARD,ASSISTED LIVING FACILITY,6.0,,,-80.64104694,27.99175526
540,PALM BAY,BREVARD,ASSISTED LIVING FACILITY,6.0,,,-80.68200735,28.01212061
541,PALM BAY,BREVARD,ASSISTED LIVING FACILITY,6.0,,,-80.71906349,28.01410079
542,PALM BAY,BREVARD,ASSISTED LIVING FACILITY,6.0,,,-80.63924853,27.92220868
543,PALM BAY,BREVARD,ASSISTED LIVING FACILITY,6.0,,,-80.63861995,27.93349735
544,PALM BAY,BREVARD,ASSISTED LIVING FACILITY,6.0,,,-80.64898150,27.97175237
545,PALM BAY,BREVARD,ASSISTED LIVING FACILITY,6.0,,,-80.69305801,27.99454631
546,PALM BAY,BREVARD,ASSISTED LIVING FACILITY,6.0,,,-80.65915101,28.00421566
547,PALM BAY,BREVARD,ASSISTED LIVING FACILITY,6.0,,,-80.72512180,28.03190668
