Name,Address,City,Zip,COUNTY,LONGLAT,USNG,FACILITY_TYPE,SHELTER_TYPE,RPC_Region,Year_Built,Building,AS_IS_A_Retrofit_R,Generator_Type,PreMitigation_Capacity_Spaces,PreMitigation_Square_Footage,EHPA_Capacity_Gained_Spaces,EHPA_Square_Footage_Gained,Retrofit_Capacity_Gained_Spaces,Retrofit_Square_Footage_Gained,Risk_Capacity_Spaces,Risk_Square_Footage,Planned_Usage_Spaces,FundingSource_F_Federal_State_S,Evacuation_Zone,SURGE_ZONE,FLOOD_ZONE,EHPA,General_Pop,SPECIAL_NEEDS,Pet_Friendly,Does_not_meet_ARC_4496,Survey_Needed,x,y
Suntree ES,900 Pinehurst Ave,Melbourne,32940,BREVARD,"-80.68944397, 28.24495152",17R NM 30465 24376,SHELTER,RISK,5,1991,3 Classroom,R,230 KW for campus,0,0,0,0,280,5601,280,5601,280,HMGP,No,No,No,No,Yes, , , , ,-8982307.815362751,3279891.8203561944
Riviera ES,351 Riviera Dr NE,Palm Bay,32905,BREVARD,"-80.64328203, 28.02957200",17R NM 35063 00529,SHELTER,RISK,5,1989,6 Cafeteria,R,230 KW for campus,0,0,0,0,229,4575,229,4575,229,HMGP,No,No,No,No,Yes, , , , ,-8977169.091469338,3252702.654500161
Atlantis ES,7300 Briggs Ave,Port St John,32927,BREVARD,"-80.79469781, 28.48736336",17R NM 20094 51209,SHELTER,RISK,5,1989,1 Admin / Media,R,230 KW for campus,0,0,0,0,63,1259,63,1259,63,HMGP,No,No,No,No,Yes, , , , ,-8994024.619410444,3310559.2760128416
Meadowlane Intermediate ES,2700 Wingate Blvd,Melbourne,32904,BREVARD,"-80.66427400, 28.06240798",17R NM 32990 04161,SHELTER,RISK,5,2007,1 Classroom 1st and 2nd Floor,A,230 KW for campus,0,0,2288,45763,0,0,2288,45763,2288,L,No,No,No,No,Yes, , , , ,-8979505.907319685,3256844.2892581746
Enterprise ES,7000 Enterprise Rd,Port St. John,32927,BREVARD,"-80.82356743, 28.47554708",17R NM 17270 49895,SHELTER,RISK,5,1994,2 Classroom / Music,R,230 KW for campus,0,0,0,0,189,3773,189,3773,189,HMGP,No,No,No,No,Yes, , , , ,-8997238.370829623,3309062.7752577914
Manatee ES,3425 Viera Blvd,Viera,32940,BREVARD,"-80.74454900, 28.26308801",17R NM 25055 26372,SHELTER,RISK,5,2003,4 Classroom,A, ,217,4338,0,0,0,0,217,4338,217, ,No,No,No,No,Yes, , , , ,-8988442.07888429,3282183.842841348
Heritage HS,2353 W Malabar Rd,Palm Bay,32907,BREVARD,"-80.75432896, 27.99409662",17R NL 24156 96572,SHELTER,RISK,5,2009,2 Auditorium,A,400 kW for campus,795,15901,0,0,0,0,795,15901,795, ,No,No,AE,No,Yes, , , , ,-8989530.778981596,3248229.5287490217
Space Coast Jr/Sr HS,6150 Banyan St,Port St. John,32927,BREVARD,"-80.82718967, 28.47554023",17R NM 16915 49894,SHELTER,RISK,5,1994,4 Cafeteria / Classroom,R, ,0,0,0,0,937,18748,937,18748,937,S-1588-2006,No,No,No,No,Yes, , , , ,-8997641.59654046,3309061.906685121
Mims ES,2582 US 1,Mims,32754,BREVARD,"-80.84653969, 28.66864812",17R NM 14994 71285,SHELTER,RISK,5,2003,13 Classroom,A, ,0,0,342,6848,0,0,342,6848,342,L,No,No,No,Yes,Yes, , , , ,-8999795.630684644,3333539.5849135243
Discovery ES,1275 Glendale Ave NW,Palm Bay,32905,BREVARD,"-80.71874598, 28.02940902",17R NM 27646 00492,SHELTER,RISK,5,1988,4 Classroom,R,230 KW for campus,0,0,0,0,302,6043,302,6043,302,HMGP,No,No,No,No,Yes, , , , ,-8985569.700066257,3252682.0999483233
Bayside HS,1901 DeGroodt Rd SW,Palm Bay,32908,BREVARD,"-80.67601797, 27.95104698",17R NL 31869 91821,SHELTER,RISK,5,1997,6 Classroom / Art,R,500 KW for campus,0,0,0,0,1570,31391,1570,31391,0, ,No,No,No,No,Yes, , , , ,-8980813.239859637,3242803.3347161207
Imperial Estates ES,5525 Kathy Dr,Titusville,32780,BREVARD,"-80.81349703, 28.54103800",17R NM 18245 57152,SHELTER,RISK,5,1994,7 Cafeteria / Music,R, ,0,0,0,0,136,2713,136,2713,97,"F, S",No,No,No,No,Yes, , , , ,-8996117.338183163,3317359.141653204
Enterprise ES,7000 Enterprise Rd,Port St. John,32927,BREVARD,"-80.82356743, 28.47554708",17R NM 17270 49895,SHELTER,RISK,5,1994,3 Classroom,R,230 KW for campus,0,0,0,0,285,5706,285,5706,285,HMGP,No,No,No,No,Yes, , , , ,-8997238.370829623,3309062.7752577914
Westside ES,2175 DeGroodt Rd SW,Palm Bay,32908,BREVARD,"-80.67588793, 27.94465997",17R NL 31883 91114,SHELTER,RISK,5,2005,4,R, ,246,4924,0,0,0,0,246,4924,0, ,No,No,No,No,Yes, , , , ,-8980798.763480332,3241998.4672559104
Bayside HS,1901 DeGroodt Rd SW,Palm Bay,32909,BREVARD,"-80.67601797, 27.95104698",17R NL 31869 91821,SHELTER,RISK,5,1999,7 Classroom,R,500 KW for campus,0,0,0,0,1001,20028,1001,20028,0, ,No,No,No,No,Yes, , , , ,-8980813.239859637,3242803.3347161207
Jupiter ES,950 Tupelo Road SW,Palm Bay,32908,BREVARD,"-80.69765803, 27.98691801",17R NL 29730 95790,SHELTER,RISK,5,1991,5 Classroom,R,230 KW for campus,0,0,0,0,341,6812,341,6812,341,HMGP,No,No,No,No,Yes, , , , ,-8983222.200550087,3247324.5496253357
Discovery ES,1275 Glendale Ave NW,Palm Bay,32905,BREVARD,"-80.71874598, 28.02940902",17R NM 27646 00492,SHELTER,RISK,5,1988,5 Classroom,R,230 KW for campus,0,0,0,0,347,6942,347,6942,347,HMGP,No,No,No,No,Yes, , , , ,-8985569.700066257,3252682.0999483233
Atlantis ES,7300 Briggs Ave,Port St John,32927,BREVARD,"-80.79469781, 28.48736336",17R NM 20094 51209,SHELTER,RISK,5,1989,6 Cafeteria,R,230 KW for campus,0,0,0,0,225,4492,225,4492,225,HMGP,No,No,No,No,Yes, , , , ,-8994024.619410444,3310559.2760128416
Viera HS,6103 Stadium Pkwy,Viera,32940,BREVARD,"-80.73595001, 28.25228500",17R NM 25901 25178,SHELTER,RISK,5,2005,2 Gym,A,600 KW for campus,0,0,1077,21530,0,0,1077,21530,1077, ,No,No,No,Yes,Yes, , , , ,-8987484.843283154,3280818.5509851966
Sherwood ES,2541 Post Rd,Melbourne,32935,BREVARD,"-80.66430703, 28.17089198",17R NM 32954 16178,SHELTER,RISK,5,1997,1 Main,R,230 KW for campus,0,0,0,0,1888,37763,1888,37763,1888,"F, S",No,No,No,No,Yes, , , , ,-8979509.583575279,3270536.4931135564
Riviera ES,351 Riviera Dr NE,Palm Bay,32905,BREVARD,"-80.64328203, 28.02957200",17R NM 35063 00529,SHELTER,RISK,5,1989,4 Classroom,R,230 KW for campus,0,0,0,0,234,4672,234,4672,233,HMGP,No,No,No,No,Yes, , , , ,-8977169.091469338,3252702.654500161
Viera HS,6103 Stadium Pkwy,Viera,32940,BREVARD,"-80.73595001, 28.25228500",17R NM 25901 25178,SHELTER,RISK,5,2005,3 Classroom,A,600 KW for campus,974,19472,0,0,0,0,974,19472,974, ,No,No,No,No,Yes, , , , ,-8987484.843283154,3280818.5509851966
Bayside HS,1901 DeGroodt Rd SW,Palm Bay,32909,BREVARD,"-80.67601797, 27.95104698",17R NL 31869 91821,SHELTER,RISK,5,2008,8 Classroom,R,500 KW for campus,0,0,0,0,279,5587,279,5587,0, ,No,No,No,No,Yes, , , , ,-8980813.239859637,3242803.3347161207
Meadowlane Primary ES,2800 Wingate Blvd,Melbourne,32904,BREVARD,"-80.66685852, 28.06106061",17R NM 32736 04011,SHELTER,RISK,5,1994,5 Classroom,R,230 KW for campus,0,0,0,0,376,7523,376,7523,376, ,No,No,No,No,Yes, , , , ,-8979793.613920985,3256674.318805452
Space Coast Jr/Sr HS,6150 Banyan St,Port St. John,32927,BREVARD,"-80.82718967, 28.47554023",17R NM 16915 49894,SHELTER,RISK,5,2004,11 Music,R, ,0,0,307,6147,0,0,307,6147,300,"F, S",No,No,No,Yes,Yes, , , , ,-8997641.59654046,3309061.906685121
Hans Christian Andersen ES,3011 S Fiske Blvd,Rockledge,32955,BREVARD,"-80.74414298, 28.30920001",17R NM 25084 31481,SHELTER,RISK,5,1990,2 Classroom,R, ,0,0,0,0,119,2387,119,2387,119,"F, S",No,No,No,No,Yes, , , , ,-8988396.881083794,3288013.062224985
Riviera ES,351 Riviera Dr NE,Palm Bay,32905,BREVARD,"-80.64328203, 28.02957200",17R NM 35063 00529,SHELTER,RISK,5,1989,5 Classroom,R,230 KW for campus,0,0,0,0,368,7368,368,7368,368,HMGP,No,No,No,No,Yes, , , , ,-8977169.091469338,3252702.654500161
Enterprise ES,7000 Enterprise Rd,Port St. John,32927,BREVARD,"-80.82356743, 28.47554708",17R NM 17270 49895,SHELTER,RISK,5,1994,4 Classroom,R,230 KW for campus,0,0,0,0,269,5388,269,5388,269,HMGP,No,No,No,No,Yes, , , , ,-8997238.370829623,3309062.7752577914
Heritage HS,2353 W Malabar Rd,Palm Bay,32907,BREVARD,"-80.75432896, 27.99409662",17R NL 24156 96572,SHELTER,RISK,5,2009,6 Classroom,A,400 KW for campus,916,18315,0,0,0,0,916,18315,916, ,No,No,AE,No,Yes, , , , ,-8989530.778981596,3248229.5287490217
Jupiter ES,950 Tupelo Road SW,Palm Bay,32908,BREVARD,"-80.69765803, 27.98691801",17R NL 29730 95790,SHELTER,RISK,5,1991,2 Classroom / Music,R,230 KW for campus,0,0,0,0,186,3714,186,3714,186,HMGP,No,No,No,No,Yes, , , , ,-8983222.200550087,3247324.5496253357
Bayside HS,1901 DeGroodt Rd SW,Palm Bay,32908,BREVARD,"-80.67601797, 27.95104698",17R NL 31869 91821,SHELTER,RISK,5,1997,4 Gym,R,501 KW for campus,0,0,0,0,992,19842,992,19842,0, ,No,No,No,No,Yes, , , , ,-8980813.239859637,3242803.3347161207
Eau Gallie HS,1400 Commodore Blvd,Melbourne,32935,BREVARD,"-80.64790297, 28.13052901",17R NM 34577 11711,SHELTER,RISK,5,1999,37 Science,R,130 KW for campus,0,0,0,0,571,11417,571,11417,571, ,E,No,No,No,Yes, , , , ,-8977683.49247285,3265440.5008952846
Meadowlane Primary ES,2800 Wingate Blvd,Melbourne,32904,BREVARD,"-80.66685852, 28.06106061",17R NM 32736 04011,SHELTER,RISK,5,1994,6 Cafeteria,R,230 KW for campus,0,0,0,0,227,4543,227,4543,227, ,No,No,No,No,Yes, , , , ,-8979793.613920985,3256674.318805452
Central MS,2600 Wingate Blvd,W Melbourne,32904,BREVARD,"-80.66112327, 28.06092648",17R NM 33300 03997,SHELTER,RISK,5,1996,4 Cafeteria / Classroom,R, ,0,0,0,0,793,15852,793,15852,793,"F, S",No,No,No,No,Yes, , , , ,-8979155.168796007,3256657.3984270263
Jupiter ES,950 Tupelo Road SW,Palm Bay,32908,BREVARD,"-80.69765803, 27.98691801",17R NL 29730 95790,SHELTER,RISK,5,1991,6 Cafeteria,R,230 KW for campus,0,0,0,0,230,4593,230,4593,230,HMGP,No,No,No,No,Yes, , , , ,-8983222.200550087,3247324.5496253357
Atlantis ES,7300 Briggs Ave,Port St John,32927,BREVARD,"-80.79469781, 28.48736336",17R NM 20094 51209,SHELTER,RISK,5,1989,2 Classroom / Music,R,230 KW for campus,0,0,0,0,182,3636,182,3636,182,HMGP,No,No,No,No,Yes, , , , ,-8994024.619410444,3310559.2760128416
Atlantis ES,7300 Briggs Ave,Port St John,32927,BREVARD,"-80.79469781, 28.48736336",17R NM 20094 51209,SHELTER,RISK,5,1989,3 Classroom,R,230 KW for campus,0,0,0,0,274,5488,274,5488,274,HMGP,No,No,No,No,Yes, , , , ,-8994024.619410444,3310559.2760128416
Heritage HS,2353 W Malabar Rd,Palm Bay,32907,BREVARD,"-80.75432896, 27.99409662",17R NL 24156 96572,SHELTER,RISK,5,2009,7 Gym,A,400 KW for campus,0,0,1014,20777,0,0,1014,20277,1014, ,No,No,AE,Yes,Yes, , , , ,-8989530.778981596,3248229.5287490217
Discovery ES,1275 Glendale Ave NW,Palm Bay,32905,BREVARD,"-80.71874598, 28.02940902",17R NM 27646 00492,SHELTER,RISK,5,1988,2 Classroom / Music,R,230 KW for campus,0,0,0,0,188,3754,188,3754,188,HMGP,No,No,No,No,Yes, , , , ,-8985569.700066257,3252682.0999483233
Suntree ES,900 Pinehurst Ave,Melbourne,32940,BREVARD,"-80.68944397, 28.24495152",17R NM 30465 24376,SHELTER,RISK,5,1991,5 Classroom,R,230 KW for campus,0,0,0,0,341,6812,341,6812,341,HMGP,No,No,No,No,Yes, , , , ,-8982307.815362751,3279891.8203561944
Space Coast Jr/Sr HS,6150 Banyan St,Port St. John,32927,BREVARD,"-80.82718967, 28.47554023",17R NM 16915 49894,SHELTER,RISK,5,1994,1 Media / Classroom,R, ,0,0,0,0,1277,25546,1277,25546,1277,S-1588-2006,No,No,No,No,Yes, , , , ,-8997641.59654046,3309061.906685121
Port St. John Community Center,6650 Corto Rd,Port St. John,32927,BREVARD,"-80.80573899, 28.47465400",17R NM 19015 49799,SHELTER,RISK,5,1999,Main,R,70 KW,0,0,0,0,248,4962,248,4962,260,HMGP,No,No,No,No,Yes, ,Yes, , ,-8995253.717342991,3308949.6746724565
Viera HS,6103 Stadium Pkwy,Viera,32940,BREVARD,"-80.73595001, 28.25228500",17R NM 25901 25178,SHELTER,RISK,5,2005,6B Auditorium,A,600 KW for campus,0,0,906,18116,0,0,906,18116,906, ,No,No,No,Yes,Yes, , , , ,-8987484.843283154,3280818.5509851966
Hans Christian Andersen ES,3011 S Fiske Blvd,Rockledge,32955,BREVARD,"-80.74414298, 28.30920001",17R NM 25084 31481,SHELTER,RISK,5,1990,5 Classroom / Music,R, ,0,0,0,0,149,2988,149,2988,149,"F, S",No,No,No,No,Yes, , , , ,-8988396.881083794,3288013.062224985
Imperial Estates ES,5525 Kathy Dr,Titusville,32780,BREVARD,"-80.81349703, 28.54103800",17R NM 18245 57152,SHELTER,RISK,5,1994,6 Classroom,R, ,0,0,0,0,231,4618,231,4618,165,"F, S",No,No,No,No,Yes, , , , ,-8996117.338183163,3317359.141653204
Space Coast Jr/Sr HS,6150 Banyan St,Port St. John,32927,BREVARD,"-80.82718967, 28.47554023",17R NM 16915 49894,SHELTER,RISK,5,1994,3 Music / Classroom,R, ,0,0,0,0,386,7716,386,7716,359,S-1588-2006,No,No,No,No,Yes, , , , ,-8997641.59654046,3309061.906685121
Atlantis ES,7300 Briggs Ave,Port St John,32927,BREVARD,"-80.79469781, 28.48736336",17R NM 20094 51209,SHELTER,RISK,5,1989,5 Classroom,R,230 KW for campus,0,0,0,0,368,7368,368,7368,368,HMGP,No,No,No,No,Yes, , , , ,-8994024.619410444,3310559.2760128416
Viera Regional Community Center,2300 Judge Fran Jamieson Way,Viera,32940,BREVARD,"-80.72831497, 28.24794342",17R NM 26651 24698,SHELTER,RISK,5,2005,Main,A,350 KW,484,9675,0,0,0,0,484,9675,484, ,No,No,No,No,Yes, ,Yes, , ,-8986634.915171664,3280269.8983889567
Jupiter ES,950 Tupelo Road SW,Palm Bay,32908,BREVARD,"-80.69765803, 27.98691801",17R NL 29730 95790,SHELTER,RISK,5,1991,4 Classroom,R,230 KW for campus,0,0,0,0,302,6030,302,6030,302,HMGP,No,No,No,No,Yes, , , , ,-8983222.200550087,3247324.5496253357
Riviera ES,351 Riviera Drive NE,Palm Bay,32905,BREVARD,"-80.64328203, 28.02957200",17R NM 35063 00529,SHELTER,RISK,5,1989,3 Classroom,R,230 KW for campus,0,0,0,0,277,5543,277,5543,277,HMGP,No,No,No,No,Yes, , , , ,-8977169.091469338,3252702.654500161
Cambridge ES,2000 Cambridge Dr,Cocoa,32922,BREVARD,"-80.75003303, 28.38340998",17R NM 24489 39701,SHELTER,RISK,5,2003,16 Classroom,A, ,0,0,165,3298,0,0,165,3298,165, ,No,No,No,Yes,Yes, , , , ,-8989052.558137553,3297399.5804902646
Meadowlane Primary ES,2800 Wingate Blvd,Melbourne,32904,BREVARD,"-80.66685852, 28.06106061",17R NM 32736 04011,SHELTER,RISK,5,1994,3 Classroom,R,230 KW for campus,0,0,0,0,285,5706,285,5706,285, ,No,No,No,No,Yes, , , , ,-8979793.613920985,3256674.318805452
Discovery ES,1275 Glendale Ave NW,Palm Bay,32905,BREVARD,"-80.71874598, 28.02940902",17R NM 27646 00492,SHELTER,RISK,5,1988,6 Cafeteria,R,230 KW for campus,0,0,0,0,230,4591,230,4591,230,HMGP,No,No,No,No,Yes, , , , ,-8985569.700066257,3252682.0999483233
Imperial Estates ES,5525 Kathy Dr,Titusville,32780,BREVARD,"-80.81349703, 28.54103800",17R NM 18245 57152,SHELTER,RISK,5,1994,8 Classroom,R, ,0,0,0,0,176,3512,176,3512,125,"F, S",No,No,No,No,Yes, , , , ,-8996117.338183163,3317359.141653204
Suntree ES,900 Pinehurst Ave,Melbourne,32940,BREVARD,"-80.68944397, 28.24495152",17R NM 30465 24376,SHELTER,RISK,5,1991,2 Classroom / Music,R,230 KW for campus,0,0,0,0,186,3714,186,3714,186,HMGP,No,No,No,No,Yes, , , , ,-8982307.815362751,3279891.8203561944
Astronaut HS,800 War Eagle Blvd,Titusville,32796,BREVARD,"-80.85125901, 28.62467099",17R NM 14539 66412,SHELTER,RISK,5,1994,"1 (800s, 1994 area) ESE",R,130 KW for campus,0,0,0,0,135,2705,135,2705,37,S-1118A,No,No,No,No,Yes, , , , ,-9000320.98277107,3327961.244252528
Bayside HS,1901 DeGroodt Rd SW,Palm Bay,32908,BREVARD,"-80.67601797, 27.95104698",17R NL 31869 91821,SHELTER,RISK,5,1997,1 Admin,R,500 KW for campus,0,0,0,0,96,1911,96,1911,0, ,No,No,No,No,Yes, , , ,Yes,-8980813.239859637,3242803.3347161207
Heritage HS,2353 W Malabar Rd,Palm Bay,32907,BREVARD,"-80.75432896, 27.99409662",17R NL 24156 96572,SHELTER,RISK,5,2009,4 Classroom,A,400 KW for campus,1013,20254,0,0,0,0,1013,20254,1013, ,No,No,AE,No,Yes, , , , ,-8989530.778981596,3248229.5287490217
Central MS,2600 Wingate Blvd,W Melbourne,32904,BREVARD,"-80.66112327, 28.06092648",17R NM 33300 03997,SHELTER,RISK,5,1996,2 Gym / Classroom,R, ,0,0,0,0,1065,21309,1065,21309,1065,"F, S",No,No,No,No,Yes, , , , ,-8979155.168796007,3256657.3984270263
Roy Allen ES,2601 Fountianhead Blvd,Melbourne,32909,BREVARD,"-80.66406597, 28.11712199",17R NM 32994 10222,SHELTER,RISK,5,2000,6 Classroom,A,230 KW for campus,0,0,1527,30549,0,0,1527,30549,1527,L,No,No,No,Yes,Yes, , , , ,-8979482.748544693,3263748.2336093998
Suntree ES,900 Pinehurst Ave,Melbourne,32940,BREVARD,"-80.68944397, 28.24495152",17R NM 30465 24376,SHELTER,RISK,5,1991,4 Classroom,R,230 KW for campus,0,0,0,0,302,6030,302,6030,302,HMGP,No,No,No,No,Yes, , , , ,-8982307.815362751,3279891.8203561944
Westside ES,2175 DeGroodt Rd SW,Palm Bay,32908,BREVARD,"-80.67588793, 27.94465997",17R NL 31883 91114,SHELTER,RISK,5,1997,1 Classroom,R,750 KW and 90 KW,0,0,0,0,1943,38864,1943,38864,1943,S-1118A,No,No,No,No,Yes, , , , ,-8980798.763480332,3241998.4672559104
Palm Bay HS,101 Pirate Ln,Melbourne,32901,BREVARD,"-80.61921298, 28.04835602",17R NM 37423 02617,SHELTER,RISK,5,2007,8 Cafeteria,A, ,0,0,227,4536,0,0,227,4536,0, ,E,No,No,Yes,Yes, , , ,Yes,-8974489.73665505,3255071.745898095
Viera HS,6103 Stadium Pkwy,Viera,32941,BREVARD,"-80.73595001, 28.25228500",17R NM 25901 25178,SHELTER,RISK,5,2005,6A Cafeteria,A,600 KW for campus,0,0,581,11622,0,0,581,11622,581, ,No,No,No,Yes,Yes, , , , ,-8987484.843283154,3280818.5509851966
Meadowlane Primary ES,2800 Wingate Blvd,Melbourne,32904,BREVARD,"-80.66685852, 28.06106061",17R NM 32736 04011,SHELTER,RISK,5,2005,11 Classroom,A,230 KW for campus,277,5535,0,0,0,0,277,5535,277, ,No,No,No,No,Yes, , , , ,-8979793.613920985,3256674.318805452
Walter Butler Community Center,Ferguson Lane,Sharpes,32959,BREVARD,"-80.75593000, 28.43166000",17R NM 23901 45045,SHELTER,RISK,5,2005,Main,A,400 KW,484,9675,0,0,0,0,484,9675,484, ,No,No,No,No,Yes, , , , ,-8989709.006164335,3303506.0529142926
Bayside HS,1901 DeGroodt Rd SW,Palm Bay,32908,BREVARD,"-80.67601797, 27.95104698",17R NL 31869 91821,SHELTER,RISK,5,1997,5 Cafeteria,R,500 KW for campus,0,0,0,0,268,5357,268,5357,0, ,No,No,No,No,Yes, , , , ,-8980813.239859637,3242803.3347161207
Meadowlane Primary ES,2800 Wingate Blvd,Melbourne,32904,BREVARD,"-80.66685852, 28.06106061",17R NM 32736 04011,SHELTER,RISK,5,1994,2 Classroom / Music,R,230 KW for campus,0,0,0,0,189,3773,189,3773,189, ,No,No,No,No,Yes, , , , ,-8979793.613920985,3256674.318805452
Suntree ES,900 Pinehurst Ave,Melbourne,32940,BREVARD,"-80.68944397, 28.24495152",17R NM 30465 24376,SHELTER,RISK,5,1991,6 Cafeteria,R,230 KW for campus,0,0,0,0,230,4593,230,4593,230,HMGP,No,No,No,No,Yes, , , , ,-8982307.815362751,3279891.8203561944
Heritage HS,2353 W Malabar Rd,Palm Bay,32907,BREVARD,"-80.75432896, 27.99409662",17R NL 24156 96572,SHELTER,RISK,5,2009,3 Cafeteria,A,400 KW for campus,0,0,321,6422,0,0,321,6422,321, ,No,No,AE,Yes,Yes, , , , ,-8989530.778981596,3248229.5287490217
Riviera ES,351 Riviera Dr NE,Palm Bay,32905,BREVARD,"-80.64328203, 28.02957200",17R NM 35063 00529,SHELTER,RISK,5,1989,2 Classroom / Music,R,230 KW for campus,0,0,0,0,181,3626,181,3626,181,HMGP,No,No,No,No,Yes, , , , ,-8977169.091469338,3252702.654500161
Jupiter ES,950 Tupelo Road SW,Palm Bay,32908,BREVARD,"-80.69765803, 27.98691801",17R NL 29730 95790,SHELTER,RISK,5,1991,3 Classroom,R,230 KW for campus,0,0,0,0,280,5601,280,5601,280,HMGP,No,No,No,No,Yes, , , , ,-8983222.200550087,3247324.5496253357
Endeavor ES,905 Pineda St,Cocoa,32922,BREVARD,"-80.74776899, 28.36841400",17R NM 24715 38040,SHELTER,RISK,5,2003,13 Classroom,A, ,0,0,336,6722,0,0,336,6722,336,L,No,No,No,Yes,Yes, , , , ,-8988800.526779754,3295502.2710289005
Central MS,2600 Wingate Blvd,W Melbourne,32904,BREVARD,"-80.66112327, 28.06092648",17R NM 33300 03997,SHELTER,RISK,5,1996,1 Admin / Classroom,R, ,0,0,0,0,1189,23773,1189,23773,1189,"F, S",No,No,No,No,Yes, , , , ,-8979155.168796007,3256657.3984270263
Astronaut HS,800 War Eagle Blvd,Titusville,32796,BREVARD,"-80.85125901, 28.62467099",17R NM 14539 66412,SHELTER,RISK,5,1994,"1 (400s, 1994 area) Classroom",R,130 KW for campus,0,0,0,0,194,3885,194,3885,38,S-1118A,No,No,No,No,Yes, , , , ,-9000320.98277107,3327961.244252528
Hans Christian Andersen ES,3011 S Fiske Blvd,Rockledge,32955,BREVARD,"-80.74414298, 28.30920001",17R NM 25084 31481,SHELTER,RISK,5,1990,4 Cafeteria,R, ,0,0,0,0,128,2569,128,2569,128,"F, S",No,No,No,No,Yes, , , , ,-8988396.881083794,3288013.062224985
Eau Gallie HS,1400 Commodore Blvd,Melbourne,32935,BREVARD,"-80.64790297, 28.13052901",17R NM 34577 11711,SHELTER,RISK,5,1993,22 Auditorium (excluding Lobby),R,130 KW for campus,0,0,0,0,498,9950,498,9950,0,"F, S",E,No,No,No,Yes, , , , ,-8977683.49247285,3265440.5008952846
Bayside HS,1901 DeGroodt Rd SW,Palm Bay,32908,BREVARD,"-80.67601797, 27.95104698",17R NL 31869 91821,SHELTER,RISK,5,1997,3 Music,R,500 KW for campus,0,0,0,0,274,5478,274,5478,0, ,No,No,No,No,Yes, , , , ,-8980813.239859637,3242803.3347161207
Space Coast Jr/Sr HS,6150 Banyan St,Port St. John,32927,BREVARD,"-80.82718967, 28.47554023",17R NM 16915 49894,SHELTER,RISK,5,1994,2 Gym / Classroom,R, ,0,0,0,0,935,18707,935,18707,935,S-1588-2006,No,No,No,No,Yes, , , , ,-8997641.59654046,3309061.906685121
Enterprise ES,7000 Enterprise Rd,Port St. John,32927,BREVARD,"-80.82356743, 28.47554708",17R NM 17270 49895,SHELTER,RISK,5,1994,6 Cafeteria,R,230 KW for campus,0,0,0,0,227,4543,227,4543,227,HMGP,No,No,No,No,Yes, , , , ,-8997238.370829623,3309062.7752577914
Atlantis ES,7300 Briggs Ave,Port St John,32927,BREVARD,"-80.79469781, 28.48736336",17R NM 20094 51209,SHELTER,RISK,5,1989,4 Classroom,R,230 KW for campus,0,0,0,0,236,4717,236,4717,236,HMGP,No,No,No,No,Yes, , , , ,-8994024.619410444,3310559.2760128416
Cambridge ES,2000 Cambridge Dr,Cocoa,32922,BREVARD,"-80.75003303, 28.38340998",17R NM 24489 39701,SHELTER,RISK,5,2003,15 Classroom / Music,A, ,0,0,158,3153,0,0,158,3153,158,L,No,No,No,Yes,Yes, , , , ,-8989052.558137553,3297399.5804902646
John F. Turner Sr. ES,3175 Jupiter Blvd SE,Palm Bay,32909,BREVARD,"-80.66043277, 27.98746686",17R NL 33391 95860,SHELTER,RISK,5,2003,3 Classroom / Music,A, ,0,0,256,5126,0,0,256,5126,230, ,No,No,No,Yes,Yes, , , , ,-8979078.302802503,3247393.7387252063
Manatee ES,3425 Viera Blvd,Viera,32940,BREVARD,"-80.74454900, 28.26308801",17R NM 25055 26372,SHELTER,RISK,5,2003,1 Main,A, ,0,0,2002,40043,0,0,2002,40043,1349,L,No,No,No,Yes,Yes, , , , ,-8988442.07888429,3282183.842841348
Imperial Estates ES,5525 Kathy Dr,Titusville,32780,BREVARD,"-80.81349703, 28.54103800",17R NM 18245 57152,SHELTER,RISK,5,1994,5 Classroom,R, ,0,0,0,0,263,5268,263,5268,188,"F, S",No,No,No,No,Yes, , , , ,-8996117.338183163,3317359.141653204
Pinewood ES,3654 Lionel Rd,Mims,32754,BREVARD,"-80.85785643, 28.70313814",17R NM 13884 75104,SHELTER,RISK,5,1996,4 Classroom,R, ,0,0,0,0,475,9508,475,9508,380,"F, S",No,No,No,No,Yes, , , , ,-9001055.404307557,3337916.1576292305
Discovery ES,1275 Glendale Ave NW,Palm Bay,32905,BREVARD,"-80.71874598, 28.02940902",17R NM 27646 00492,SHELTER,RISK,5,1988,3 Classroom,R,230 KW for campus,0,0,0,0,278,5553,278,5553,278,HMGP,No,No,No,No,Yes, , , , ,-8985569.700066257,3252682.0999483233
Challenger ES,5700 NW 94 Ave,Tamarac,33321,BROWARD,"-80.27596385, 26.19565855",17R NJ 72340 97553,SHELTER,RISK,10,2000,1 Main,A, ,0,0,2410,48207,0,0,2410,48207,395,L,No,No,No,Yes,Yes, ,Yes, ,Yes,-8936279.419086955,3023334.343382591
Silver Trail MS,18300 Sheridan St,Pembroke Pines,33331,BROWARD,"-80.39116592, 26.02918628",17R NJ 60916 79058,SHELTER,RISK,10,1995,1 Main,A, ,0,0,1251,25014,0,0,1251,25014,925,L,No,No,0.20%,Yes,Yes, , , ,Yes,-8949103.654510897,3002696.238891784
