Name,Address,City,Zip,COUNTY,Notes,LONGLAT,USNG,OWNERSHIP,PARCELID,FACILITY_TYPE,TTL_BEDS,x,y
"FREEMAN, INEZ GWENDOLYN",1771 HALFMOON ST NW,PALM BAY,32907,BREVARD,6906248,"-80.72337661,28.02734161",17R NM 27191 00261,,,ADULT FAMILY CARE HOME,4,-8986085.179515582,3252421.378886631
"LAIDLAW, BERNICE",2052-2054 SYRACUSE CT NE,PALM BAY,32905,BREVARD,6905399,"-80.61007312,28.03288998",17R NM 38327 00907,,,ADULT FAMILY CARE HOME,5,-8973472.292844296,3253121.0971316686
"WILLIAMS, JOYCE",3968 JUPITER BLVD SE,PALM BAY,32909,BREVARD,6906536,"-80.63624925,27.99001513",17R NL 35768 96149,,,ADULT FAMILY CARE HOME,4,-8976386.206135953,3247714.9848259334
"ALVAREZ, NADIA",2914 BRANDYWINE CIR,TITUSVILLE,32796,BREVARD,6906369,"-80.83960428,28.65168347",17R NM 15674 69406,,,ADULT FAMILY CARE HOME,5,-8999023.58393272,3331387.401991802
"LARIONNE, WITZA",189 DONALD AVE NE,PALM BAY,32907,BREVARD,6906533,"-80.65617053,28.00256928",17R NL 33805 97534,,,ADULT FAMILY CARE HOME,4,-8978603.832210597,3249297.720834938
"THELAMONT, ROSE MARTHE",335 ABALONE RD NW,PALM BAY,32907,BREVARD,6906251,"-80.67857796,28.00287805",17R NL 31602 97562,,,ADULT FAMILY CARE HOME,4,-8981098.215995066,3249336.6509465994
"JAMES, ANGELA",933 HOOD ST,PALM BAY,32907,BREVARD,6906355,"-80.69743507,28.02596006",17R NM 29741 00115,,,ADULT FAMILY CARE HOME,4,-8983197.380308485,3252247.153610398
PEDIATRICS IN BREVARD,134 S WOODS DR,ROCKLEDGE,32955,BREVARD,108969,"-80.71975677,28.32495891",17R NM 27471 33232,,,RURAL HEALTH CLINIC,0,-8985682.220083337,3290005.794022578
PEDIATRICS IN BREVARD PA,701 W COCOA BEACH CSWY,COCOA BEACH,32931,BREVARD,3948,"-80.62303951,28.36010552",17R NM 36939 37151,,,RURAL HEALTH CLINIC,0,-8974915.704969943,3294451.187458554
CIRCLES OF CARE - SOUTH AREA OUTPATIENT,2020 COMMERCE DR,MELBOURNE,32904,BREVARD,8599,"-80.65737615,28.09374065",17R NM 33658 07633,,,RESIDENTIAL TREATMENT FACILITY,32,-8978738.04136261,3260797.4892445286
CIRCLES OF CARE - CENTRAL AREA OUTPATIENT,1770 CEDAR ST,ROCKLEDGE,32955,BREVARD,8636,"-80.73762451,28.32645592",17R NM 25719 33394,,,RESIDENTIAL TREATMENT FACILITY,44,-8987671.24845006,3290195.108073925
PEDIATRICS IN BREVARD MELBOURNE,1755 W HIBISCUS BLVD,MELBOURNE,32904,BREVARD,108968,"-80.64686692,28.08471322",17R NM 34693 06636,,,RURAL HEALTH CLINIC,0,-8977568.159837862,3259658.392594353
CIRCLES OF CARE - COMMUNITY SUPPORT SERIVCES,2000 COMMERCE DR,MELBOURNE,32904,BREVARD,8550,"-80.65606965,28.09411551",17R NM 33786 07675,,,RESIDENTIAL TREATMENT FACILITY,22,-8978592.602931824,3260844.7920853235
DEVEREUX FLORIDA,225 BURNETT RD,COCOA,32926,BREVARD,41,"-80.77940103,28.35706296",17R NM 21617 36776,,,RESIDENTIAL TREATMENT FACILITY,12,-8992321.789525455,3294066.3013486904
DAVITA DIALYSIS,2235 S BABCOCK ST,MELBOURNE,32901,BREVARD,102816,"-80.62085328,28.07577266",17R NM 37252 05654,,,END-STAGE RENAL DISEASE,0,-8974672.334691688,3258530.3509305436
NORTH BREVARD DIALYSIS AND KIDNEY CENTER,830 CENTURY MEDICAL DR,TITUSVILLE,32796,BREVARD,102654,"-80.82122573,28.62522244",17R NM 17475 66477,,,END-STAGE RENAL DISEASE,0,-8996977.693401406,3328031.178619608
NORTH MELBOURNE KIDNEY CENTER,14 SUNTREE PL STE 102,MELBOURNE,32940,BREVARD,102732,"-80.68010577,28.22749454",17R NM 31386 22444,,,END-STAGE RENAL DISEASE,0,-8981268.291200105,3277686.0400823113
MELBOURNE KIDNEY CENTER,1400 S APOLLO BLVD,MELBOURNE,32901,BREVARD,102517,"-80.61806912,28.08679588",17R NM 37522 06876,,,END-STAGE RENAL DISEASE,0,-8974362.403253727,3259921.1781137735
HOSPICE ST FRANCIS INC,1240 GRUMMAN PLACE,TITUSVILLE,32780,BREVARD,5029096,"-80.81392000,28.53315000",17R NM 18205 56278,,,HOSPICE,12,-8996164.423439583,3316359.619808045
WUESTHOFF HEALTH SYSTEM BREVARD HOSPICE AND PALLIA,661 EYSTER BLVD,ROCKLEDGE,32955,BREVARD,5003096,"-80.73383308,28.32363330",17R NM 26091 33082,,,HOSPICE,12,-8987249.188416386,3289838.157442851
HOSPICE OF HEALTH FIRST INC,381 MEDPLEX PKWY NE,PALM BAY,32907,BREVARD,50090961,"-80.61248376,28.00492543",17R NL 38100 97808,,,HOSPICE,16,-8973740.643644156,3249594.7873364245
MELBOURNE SURGERY CENTER ,95 BULLDOG BLVD,MELBOURNE,32901,BREVARD,846,"-80.61827004,28.08842616",17R NM 37502 07056,,,AMBULATORY SURGICAL CENTER,0,-8974384.76905072,3260126.886600559
AMBULATORY SURGICAL CARE,1045 N COURTENAY PKWY,MERRITT ISLAND,32953,BREVARD,849,"-80.70172794,28.37455416",17R NM 29224 38730,,,AMBULATORY SURGICAL CENTER,0,-8983675.260220356,3296279.098452919
"EYE INSTITUTE SURGERY CENTER, LLC",1995 W NASA BLVD,MELBOURNE,32904,BREVARD,1223,"-80.65582499,28.09495331",17R NM 33810 07768,,,AMBULATORY SURGICAL CENTER,0,-8978565.36722657,3260950.5128786624
SPACE COAST ENDOSCOPY CENTER,1974 ROCKLEDGE BLVD,ROCKLEDGE,32955,BREVARD,1229,"-80.71565279,28.32410456",17R NM 27873 33138,,,AMBULATORY SURGICAL CENTER,0,-8985225.367618976,3289897.7523823855
CRANE CREEK SURGERY CENTER,2222 S HARBOR CITY BLVD,MELBOURNE,32901,BREVARD,1321,"-80.60263607,28.07573648",17R NM 39042 05655,,,AMBULATORY SURGICAL CENTER,0,-8972644.404421527,3258525.7871991303
TITUSVILLE CENTER FOR SURGICAL EXCELLENCE,814 S WASHINGTON AVE ,TITUSVILLE,32780,BREVARD,1333,"-80.80801267,28.60643870",17R NM 18769 64398,,,AMBULATORY SURGICAL CENTER,0,-8995507.426177768,3325649.244752024
DIGESTIVE AND LIVER CENTER OF MELBOURNE,25 E SILVER PALM AVE,MELBOURNE,32901,BREVARD,1165,"-80.62012797,28.08379171",17R NM 37321 06542,,,AMBULATORY SURGICAL CENTER,0,-8974591.593417684,3259542.1202303963
"SURGERY CENTER OF MELBOURNE, THE",1401 APOLLO BLVD,MELBOURNE,32901,BREVARD,1050,"-80.61722784,28.08681242",17R NM 37605 06878,,,AMBULATORY SURGICAL CENTER,0,-8974268.752754157,3259923.265493662
MELBOURNE GI CENTER,1051 S HICKORY ST,MELBOURNE,32901,BREVARD,1133,"-80.61435440,28.09211200",17R NM 37885 07466,,,AMBULATORY SURGICAL CENTER,0,-8973948.882709373,3260591.9770415667
"ATLANTIC SURGERY AND LASER CENTER, LLC",8040 N WICKHAM RD,MELBOURNE,32940,BREVARD,1324,"-80.70671878,28.23114998",17R NM 28774 22843,,,AMBULATORY SURGICAL CENTER,0,-8984230.838110583,3278147.895104587
APOLLO SURGERY CENTER LLC,375 S WICKHAM RD,WEST MELBOURNE,32904,BREVARD,1306,"-80.67205052,28.10140313",17R NM 32214 08478,,,AMBULATORY SURGICAL CENTER,0,-8980371.585388549,3261764.429776789
TITUSVILLE DIALYSIS AND KIDNEY CENTER,801 GARDEN ST,TITUSVILLE,32796,BREVARD,102655,"-80.81429666,28.61506693",17R NM 18154 65353,,,END-STAGE RENAL DISEASE,0,-8996206.353503596,3326743.314280878
HARBOR PINES,880 AIRPORT BLVD,MELBOURNE,32901,BREVARD,8540,"-80.62597965,28.09538888",17R NM 36742 07825,,,CRISIS STABILIZATION UNIT,50,-8975242.999699742,3261005.4769590697
CIRCLES OF CARE HOSPITAL,400 E SHERIDAN RD,MELBOURNE,32901,BREVARD,3987,"-80.61583265,28.08968332",17R NM 37741 07196,,,CRISIS STABILIZATION UNIT,16,-8974113.440993821,3260285.5168338893
FMC-BREVARD COUNTY DIALYSIS,4940 STACK BLVD SUITE C3-7,MELBOURNE,32901,BREVARD,102806,"-80.62869058,28.03672338",17R NM 36495 01326,,,END-STAGE RENAL DISEASE,0,-8975544.778801057,3253604.5573464516
DSI VIERA DIALYSIS,8041 SPYGLASS HILL RD STE 101,MELBOURNE,32940,BREVARD,682500,"-80.70824535,28.23742595",17R NM 28623 23538,,,END-STAGE RENAL DISEASE,0,-8984400.775025943,3278940.882083832
RENAL ADVANTAGE,245 S COURTENAY PKWY,MERRITT ISLAND,32953,BREVARD,102553,"-80.70099964,28.35288710",17R NM 29302 36330,,,END-STAGE RENAL DISEASE,0,-8983594.186641095,3293538.071095117
PALM BAY KIDNEY CENTER,220 MEDPLEX PARKWAY NE,PALM BAY,32907,BREVARD,102651,"-80.61343652,28.00226747",17R NL 38007 97513,,,END-STAGE RENAL DISEASE,0,-8973846.704507066,3249259.668276725
SUNNY DAYS ADULT CARE INC.,1767 ORCHID CT NW,PALM BAY,32907,BREVARD,12027,"-80.72396678,28.00105756",17R NL 27140 97350,,,ASSISTED LIVING FACILITY,5,-8986150.876404282,3249107.1240541064
FLORIDA SHORES OF MELBOURNE 1 ALF,2155 KEYSTONE AVE,MELBOURNE,32904,BREVARD,7324,"-80.70080009,28.07505192",17R NM 29397 05552,,,ASSISTED LIVING FACILITY,16,-8983571.972441075,3258439.419145118
GOLDEN WINGS DARROW,1351 DARROW RD SW,PALM BAY,32908,BREVARD,9150,"-80.71093509,27.98250928",17R NL 28426 95298,,,ASSISTED LIVING FACILITY,6,-8984700.195528796,3246768.7887713215
"GINNY'S PLACE II, LLC",2251 TURTLEMOUND RD,MELBOURNE,32934,BREVARD,11473,"-80.68752986,28.14358224",17R NM 30682 13147,,,ASSISTED LIVING FACILITY,6,-8982094.737165228,3267088.314646338
YAN YAN HEALTH CARE INC,585 ALLEN DR,MERRITT ISLAND,32952,BREVARD,11992,"-80.69933459,28.34719470",17R NM 29466 35700,,,ASSISTED LIVING FACILITY,6,-8983408.833846286,3292818.037664086
HOUSE OF LIGHT SENIOR LIVING LLC,2638 JUPITER BLVD SW,PALM BAY,32908,BREVARD,12240,"-80.67622908,27.98719382",17R NL 31837 95825,,,ASSISTED LIVING FACILITY,5,-8980836.74053473,3247359.319175826
"ZION'S ASSISTED LIVING FACILITY, INC",2029 JUPITER BLVD SW,PALM BAY,32908,BREVARD,11719,"-80.69353284,27.99106658",17R NL 30135 96250,,,ASSISTED LIVING FACILITY,6,-8982762.986158196,3247847.53627994
SILVER PINES ASSISTED LIVING,2360 MADRID AVE SE,PALM BAY,32909,BREVARD,9646,"-80.62579531,27.93616725",17R NL 36814 90187,,,ASSISTED LIVING FACILITY,10,-8975222.478842428,3240928.3213516427
CEDAR CREEK LIFE CENTER,4279 JUDITH AVE,MERRITT ISLAND,32953,BREVARD,10541,"-80.69827092,28.43351641",17R NM 29547 45263,,,ASSISTED LIVING FACILITY,78,-8983290.42717841,3303741.0534135187
PEACE HAVEN ALF,1090 DOUGLAS ST SE,PALM BAY,32909,BREVARD,11341,"-80.64104694,27.99175526",17R NL 35295 96340,,,ASSISTED LIVING FACILITY,6,-8976920.282447662,3247934.356821098
BRENNITY AT MELBOURNE (THE),7300 WATERSONG LN,MELBOURNE,32940,BREVARD,11595,"-80.73945485,28.22849239",17R NM 25563 22541,,,ASSISTED LIVING FACILITY,96,-8987875.001235763,3277812.1144737224
GRAND VILLA OF MELBOURNE,964 S HARBOUR CITY BLVD,MELBOURNE,32901,BREVARD,11991,"-80.61110853,28.09407042",17R NM 38203 07684,,,ASSISTED LIVING FACILITY,120,-8973587.553406876,3260839.102925426
SAND POINT,1800 HARRISON ST,TITUSVILLE,32780,BREVARD,5758,"-80.82386188,28.58711805",17R NM 17223 62255,,,ASSISTED LIVING FACILITY,70,-8997271.147935404,3323199.638038877
CENTURY OAKS,4001 STACK BLVD,MELBOURNE,32901,BREVARD,10095,"-80.62799409,28.04881068",17R NM 36560 02665,,,ASSISTED LIVING FACILITY,95,-8975467.246208824,3255129.0950971325
B & V LA BELLE VIE ASSISTED LIVING,193 ELDON BLVD NE,PALM BAY,32907,BREVARD,12277,"-80.66270591,28.00149218",17R NL 33163 97413,,,ASSISTED LIVING FACILITY,5,-8979331.347888548,3249161.9206605298
SHERWOOD HOUSE INC,2465 SHERWOOD CIR E,COCOA,32926,BREVARD,10775,"-80.77575506,28.39936886",17R NM 21966 41464,,,ASSISTED LIVING FACILITY,6,-8991915.921712007,3299419.0115863006
MELODIE'S PLACE LLC,4685 LEE ST,COCOA,32926,BREVARD,11304,"-80.80487550,28.42823637",17R NM 19108 44657,,,ASSISTED LIVING FACILITY,6,-8995157.594311997,3303072.670205348
ASBERRY GARDENS,570 LAUREL OAK COURT NE,PALM BAY,32907,BREVARD,11428,"-80.63148676,28.01169626",17R NL 36229 98552,,,ASSISTED LIVING FACILITY,4,-8975856.048249738,3250448.5005781776
MAGNOLIA COURT ASSISTED LIVING FACILITY.,2232 ARCHER CT,COCOA,32926,BREVARD,11993,"-80.78117235,28.39504175",17R NM 21436 40983,,,ASSISTED LIVING FACILITY,5,-8992518.971720943,3298871.4311222374
NO BETTER PLACE INC,429 FREEMAN RD NW,PALM BAY,32907,BREVARD,11745,"-80.68200735,28.01212061",17R NL 31262 98585,,,ASSISTED LIVING FACILITY,6,-8981479.974256394,3250502.006673807
ARK CENTER OF BREVARD,1574 MANZANITA ST,PALM BAY,32907,BREVARD,11359,"-80.71906349,28.01410079",17R NL 27618 98796,,,ASSISTED LIVING FACILITY,6,-8985605.044516796,3250751.692763207
JACKIES RETIREMENT ALF,1675 CANON AVE,PALM BAY,32907,BREVARD,12053,"-80.72345089,28.04130196",17R NM 27180 01808,,,ASSISTED LIVING FACILITY,5,-8986093.447853612,3254182.0208683405
FARRINGTON HOUSE,1970 FARRINGTON DR,MERRITT ISLAND,32952,BREVARD,11613,"-80.67172940,28.39199716",17R NM 32158 40670,,,ASSISTED LIVING FACILITY,6,-8980335.837701585,3298486.161302747
"TRANQUILITY HAVEN, LLC II",4030 VANCOUVER AVE,COCOA,32926,BREVARD,12130,"-80.80669995,28.42364638",17R NM 18930 44148,,,ASSISTED LIVING FACILITY,5,-8995360.690887466,3302491.66499818
TRINITY HOUSE,775 MONTEGO BAY DR S,MERRITT ISLAND,32953,BREVARD,11818,"-80.69596443,28.37013292",17R NM 29790 38242,,,ASSISTED LIVING FACILITY,6,-8983033.66911986,3295719.737421861
COURTENAY SAME DAY SURGERY CENTER,2400 N COURTENAY PKWY,MERRITT ISLAND,32953,BREVARD,1249,"-80.70408585,28.39868512",17R NM 28987 41403,,,AMBULATORY SURGICAL CENTER,0,-8983937.742220016,3299332.4848934333
MELBOURNE SAME-DAY SURGERY,1035 S APOLLO BLVD,MELBOURNE,32901,BREVARD,1086,"-80.61717904,28.09182154",17R NM 37608 07433,,,AMBULATORY SURGICAL CENTER,0,-8974263.319751233,3260555.3250067923
BREVARD SURGERY CENTER,665 APOLLO BLVD,MELBOURNE,32901,BREVARD,1021,"-80.62020958,28.09825051",17R NM 37308 08144,,,AMBULATORY SURGICAL CENTER,0,-8974600.67782216,3261366.5871496666
MERRITT ISLAND SURGERY CENTER,220 N SYKES CREEK PKWY,MERRITT ISLAND,32953,BREVARD,984,"-80.68353363,28.36010437",17R NM 31011 37134,,,AMBULATORY SURGICAL CENTER,0,-8981649.879640995,3294451.0414759754
HEALTHSOUTH MELBOURNE SURGERY CENTER,1340 MEDICAL PARK DR,MELBOURNE,32901,BREVARD,905,"-80.61182282,28.08729665",17R NM 38135 06933,,,AMBULATORY SURGICAL CENTER,0,-8973667.067989167,3259984.3649322917
ASC OF BREVARD,719 E NEW HAVEN AVE,MELBOURNE,32901,BREVARD,844,"-80.60837871,28.07820945",17R NM 38477 05927,,,AMBULATORY SURGICAL CENTER,0,-8973283.67118921,3258837.794911786
"SPACE COAST SURGERY CENTER, LLLP",595 N COURTENAY PKWY,MERRITT ISLAND,32953,BREVARD,1316,"-80.70067832,28.36646730",17R NM 29329 37835,,,AMBULATORY SURGICAL CENTER,0,-8983558.41750111,3295255.991353954
"COMPASSIONATE CARE ALF, LLC",302 BORDEAUX AVE NE,PALM BAY,32907,BREVARD,12276,"-80.65259146,28.00397474",17R NL 34156 97691,,,ASSISTED LIVING FACILITY,5,-8978205.412491726,3249474.9229077836
TITUSVILLE TOWERS,405 INDIAN RIVER AVE,TITUSVILLE,32796,BREVARD,10346,"-80.80619735,28.61128025",17R NM 18946 64935,,,ASSISTED LIVING FACILITY,130,-8995304.741652863,3326263.1412545866
TUSCANY HOUSE,5806 INDIGO CROSSING DR,ROCKLEDGE,32955,BREVARD,12357,"-80.74863574,28.26384968",17R NM 24654 26456,,,ASSISTED LIVING FACILITY,5,-8988897.012896681,3282280.1085729883
SMILES & LOVING CARE,1065 GARDEN RD,MERRITT ISLAND,32952,BREVARD,8648,"-80.69427438,28.33792693",17R NM 29965 34675,,,ASSISTED LIVING FACILITY,6,-8982845.53438599,3291645.836620733
LA CASA MEMORY CARE LLC,211 MCLEOD ST,MERRITT ISLAND,32953,BREVARD,11971,"-80.70162901,28.35978463",17R NM 29238 37094,,,ASSISTED LIVING FACILITY,20,-8983664.24751652,3294410.5938681876
ARK CENTER OF BREVARD II,424 VERONICA AVE NW,PALM BAY,32907,BREVARD,11962,"-80.67009190,28.00781095",17R NL 32435 98111,,,ASSISTED LIVING FACILITY,5,-8980153.552170092,3249958.60711869
RIVERVIEW RETIREMENT CENTER,4470 S WASHINGTON AVE,TITUSVILLE,32780,BREVARD,7358,"-80.79908932,28.55966093",17R NM 19651 59217,,,ASSISTED LIVING FACILITY,27,-8994513.47973719,3319719.2300975416
LA CASA ASSISTED LIVING,220 N GROVE ST,MERRITT ISLAND,32953,BREVARD,11568,"-80.70195729,28.35989619",17R NM 29206 37107,,,ASSISTED LIVING FACILITY,15,-8983700.791445348,3294424.7069271924
STERLING HOUSE OF WEST MELBOURNE I,7300 GREENBORO DR,MELBOURNE,32904,BREVARD,8834,"-80.67521228,28.09474355",17R NM 31906 07740,,,ASSISTED LIVING FACILITY,55,-8980723.550159842,3260924.043474446
"GINNY'S PLACE OF SUNTREE, LLC",730 WHISPERING PINES CIR,MELBOURNE,32940,BREVARD,11912,"-80.68662387,28.22432251",17R NM 30747 22091,,,ASSISTED LIVING FACILITY,6,-8981993.88302764,3277285.2769701886
STILLWATER ALF CORP,2881 QUENTIN AVENUE SE,PALM BAY,32909,BREVARD,10861,"-80.63924853,27.92220868",17R NL 35495 88637,,,ASSISTED LIVING FACILITY,6,-8976720.083917473,3239169.6189606306
A & J ASSISTED LIVING FACILITY,2466 RALPH AVE SE,PALM BAY,32909,BREVARD,11643,"-80.63861995,27.93349735",17R NL 35553 89888,,,ASSISTED LIVING FACILITY,6,-8976650.111498337,3240591.910970988
"DIVINE LIVING ALF, INC",1431 MORGAN CT,MELBOURNE,32934,BREVARD,11334,"-80.69676282,28.13167878",17R NM 29778 11826,,,ASSISTED LIVING FACILITY,6,-8983122.545612708,3265585.6372074336
NURSING CARE BY ANGELS ALF,2440 EMERSON DR SE,PALM BAY,32909,BREVARD,11411,"-80.64898150,27.97175237",17R NL 34522 94122,,,ASSISTED LIVING FACILITY,6,-8977803.553558595,3245412.876399253
STERLING HOUSE OF WEST MELBOURNE II,7200 GREENBORO DR,MELBOURNE,32904,BREVARD,9244,"-80.67387254,28.09483776",17R NM 32037 07751,,,ASSISTED LIVING FACILITY,55,-8980574.411635993,3260935.9312029313
NEW BEGINNING BOARD & CARE HOME,256 TRILBY RD,PALM BAY,32908,BREVARD,11644,"-80.69305801,27.99454631",17R NL 30180 96636,,,ASSISTED LIVING FACILITY,6,-8982710.128682913,3248286.2211623588
CHRISTIE PLACE ASSISTED LIVING FACILITY,471 ALMANSA ST NE,PALM BAY,32907,BREVARD,11767,"-80.65915101,28.00421566",17R NL 33511 97716,,,ASSISTED LIVING FACILITY,6,-8978935.618483854,3249505.298110292
ANGELS ON YOUR SHOULDER,487 GODFREY RD SE,PALM BAY,32909,BREVARD,12257,"-80.66177394,27.95964223",17R NL 33267 92777,,,ASSISTED LIVING FACILITY,5,-8979227.60200767,3243886.5505720163
STILLWATER BRICKELL,1139 BRICKELL ST,PALM BAY,32909,BREVARD,12137,"-80.64010637,27.98378477",17R NL 35391 95458,,,ASSISTED LIVING FACILITY,5,-8976815.578080347,3246929.5742938872
CLARKE'S ASSISTED LIVING,48 EMERSON DR NW,PALM BAY,32907,BREVARD,10686,"-80.72512180,28.03190668",17R NM 27018 00767,,,ASSISTED LIVING FACILITY,6,-8986279.452539304,3252997.0878272094
SONATA AT MELBOURNE,3260 N HARBOR CITY BLVD,MELBOURNE,32935,BREVARD,12122,"-80.64326885,28.16059938",17R NM 35022 15044,,,ASSISTED LIVING FACILITY,155,-8977167.623883536,3269236.827275265
"HAMMOCK MANOR, INC",3366 PENINSULA CIR,MELBOURNE,32940,BREVARD,11611,"-80.68234965,28.19577143",17R NM 31175 18930,,,ASSISTED LIVING FACILITY,6,-8981518.079350444,3273678.584657038
PLEASANT HOME,485 WAYLAND RD SW,PALM BAY,32908,BREVARD,7646,"-80.68127302,27.99285935",17R NL 31340 96452,,,ASSISTED LIVING FACILITY,6,-8981398.229567908,3248073.5471452805
ALL ONE FAMILY DOLPHIN INC,1405 DOLPHIN AVE,MERRITT ISLAND,32952,BREVARD,12201,"-80.67103734,28.38158621",17R NM 32229 39517,,,ASSISTED LIVING FACILITY,6,-8980258.798102945,3297168.8209954337
CAROLINA CARE,2460 KATHI-KIM ST,COCOA,32926,BREVARD,10753,"-80.77078582,28.37278594",17R NM 22458 38520,,,ASSISTED LIVING FACILITY,8,-8991362.747979203,3296055.3865332357
PALM COTTAGES OF ROCKLEDGE,3821 SUNNYSIDE CT,ROCKLEDGE,32955,BREVARD,9987,"-80.73441150,28.29361379",17R NM 26042 29756,,,ASSISTED LIVING FACILITY,112,-8987313.57793562,3286042.4578686412
"NORWOOD ASSISTED LIVING, INC",325 NORWOOD ST,MERRITT ISLAND,32953,BREVARD,11011,"-80.70468275,28.36199302",17R NM 28938 37338,,,ASSISTED LIVING FACILITY,6,-8984004.188441828,3294689.962626463
VELROSE ALF,1064 BRIARWOOD BLVD NE,PALM BAY,32905,BREVARD,11342,"-80.63000395,28.02355406",17R NL 36371 99866,,,ASSISTED LIVING FACILITY,6,-8975690.982157003,3251943.742404067
HORIZON HOUSE,119 W SUWANNEE LN,COCOA BEACH,32931,BREVARD,11605,"-80.60868180,28.36015659",17R NM 38346 37162,,,ASSISTED LIVING FACILITY,6,-8973317.411307914,3294457.6471805465
A & M ASSISTED LIVING FACILITY,1581 ZAFFER ST NW,PALM BAY,32907,BREVARD,11235,"-80.71593708,28.04221599",17R NM 27918 01911,,,ASSISTED LIVING FACILITY,6,-8985257.014126351,3254297.303228508
MELODIE'S PLACE ON THE RIVER,715 S TROPICAL TRL,MERRITT ISLAND,32952,BREVARD,12265,"-80.70322948,28.34495120",17R NM 29085 35451,,,ASSISTED LIVING FACILITY,5,-8983842.41133728,3292534.267153159
A & M ASSISTED LIVING FACILITY II,2180 STRATFORD POINTE DR,WEST MELBOURNE,32904,BREVARD,11516,"-80.65724448,28.05320070",17R NM 33684 03143,,,ASSISTED LIVING FACILITY,6,-8978723.384648101,3255682.83854054
CHRISTIE'S PLACE 2,909 ALBION ST NW,PALM BAY,32907,BREVARD,12010,"-80.69637513,28.03504075",17R NM 29843 01121,,,ASSISTED LIVING FACILITY,5,-8983079.388510905,3253392.3446204737
"NURSING CARE BY ANGELS, LLC",8085 S BABCICK ST,PALM BAY,32909,BREVARD,12241,"-80.62214012,27.94126731",17R NL 37172 90753,,,ASSISTED LIVING FACILITY,8,-8974815.58523358,3241570.9575709645
WINNIFRED ASSISTED LIVING FACILITY,1302 GINZA RD NW,PALM BAY,32907,BREVARD,11950,"-80.71004245,28.02369614",17R NL 28503 99861,,,ASSISTED LIVING FACILITY,4,-8984600.827067448,3251961.6591313905
"FLORIDA ASSISTED LIVING HOMES, LLC",2204 PARSONS AVE,MELBOURNE,32901,BREVARD,11162,"-80.63710445,28.07566557",17R NM 35655 05637,,,ASSISTED LIVING FACILITY,6,-8976481.406180112,3258516.840505885
"TOWN SQUARE AT VIERA, THE",1700 WUESTHOFF DR,MELBOURNE,32940,BREVARD,8134,"-80.71536123,28.25608745",17R NM 27920 25603,,,ASSISTED LIVING FACILITY,120,-8985192.911284769,3281299.0913166734
BV ASSISTED LIVING INC.,2127 W NEW HAVEN AVE,WEST MELBOURNE,32904,BREVARD,8693,"-80.65674201,28.07655967",17R NM 33726 05730,,,ASSISTED LIVING FACILITY,52,-8978667.449847689,3258629.645157965
SALUS SENIOR SERVICES,2400 NEW YORK ST,MELBOURNE,32904,BREVARD,12001,"-80.68959785,28.06991441",17R NM 30499 04986,,,ASSISTED LIVING FACILITY,6,-8982324.944713749,3257791.260357809
BETHESDA ON TURKEY CREEK,2800 FORDHAM RD NE,PALM BAY,32905,BREVARD,4788,"-80.58563768,28.02732972",17R NM 40731 00299,,,ASSISTED LIVING FACILITY,109,-8970752.151255704,3252419.8791374294
BARTON HOUSE OF BREVARD INC,571 DEGROODT RD SW,PALM BAY,32908,BREVARD,12190,"-80.67427021,27.98612519",17R NL 32030 95708,,,ASSISTED LIVING FACILITY,4,-8980618.67982523,3247224.605787421
SERENITY PLACE II ALF,256 BARBAROSSA RD NW,PALM BAY,32907,BREVARD,11317,"-80.67699046,28.01165608",17R NL 31755 98535,,,ASSISTED LIVING FACILITY,6,-8980921.497179512,3250443.434469417
JACOBS LADDER FAMILY II ASSISTED LIVING,123 BOCA CIEGA RD,COCOA BEACH,32931,BREVARD,11844,"-80.61424215,28.31571148",17R NM 37817 32236,,,ASSISTED LIVING FACILITY,6,-8973936.386513626,3288836.4099194654
HIBISCUS COURT,540 E HIBISCUS BLVD,MELBOURNE,32901,BREVARD,9309,"-80.61254037,28.08567860",17R NM 38065 06754,,,ASSISTED LIVING FACILITY,78,-8973746.946053717,3259780.2019229205
CHARLES' PLACE,3131 GATLIN DR,ROCKLEDGE,32955,BREVARD,11703,"-80.74287776,28.26862990",17R NM 25217 26987,,,ASSISTED LIVING FACILITY,5,-8988256.036976518,3282884.284236128
TROPICAL LIVING CLUB 2,320 FORTENBERRY RD,MERRITT ISLAND,32952,BREVARD,11392,"-80.69353034,28.35428459",17R NM 30033 36487,,,ASSISTED LIVING FACILITY,11,-8982762.708038663,3293714.8458963875
GENERATIONS ON THE BEACH,427 ORIOLE LN,INDIALANTIC,32903,BREVARD,11930,"-80.58279532,28.12328607",17R NM 40974 10929,,,ASSISTED LIVING FACILITY,6,-8970435.741338244,3264526.252725111
