Name,Address,City,Zip,COUNTY,LONGLAT,USNG,DESCRIPT,PARCELID,FACILITY_TYPE,x,y
EVERGLADES PREPARATORY ACADEMY HIGH SCHOOL,2251 E MOWRY DR,HOMESTEAD, ,MIAMI-DADE,"-80.44518881,25.47210798",17R NJ 55770 17341,,,PUBLIC SCHOOL,-8955117.455556434,2933844.801255081
WESLEY MATTHEWS ELEMENTARY SCHOOL,12345 SW 18TH TER,MIAMI,33175,MIAMI-DADE,"-80.39600668,25.75165342",17R NJ 60573 48320,C,3049120020010,PUBLIC SCHOOL,-8949642.525514461,2968354.5273499573
NARANJA ELEMENTARY SCHOOL,13990 SW 264TH ST,HOMESTEAD,33032,MIAMI-DADE,"-80.41853772,25.52122494",17R NJ 58425 22792,C,3069340000020,PUBLIC SCHOOL,-8952150.669670787,2939902.425760184
RAMZ ACADEMY K-5,2609 NW 7TH ST,MIAMI,33125,MIAMI-DADE,"-80.23863497,25.77993081",17R NJ 76338 51533, ,0131340350181,PUBLIC SCHOOL,-8932123.986599287,2971849.8642317024
VINELAND ELEMENTARY SCHOOL,8455 SW 119TH ST,MIAMI,33156,MIAMI-DADE,"-80.33149879,25.66046028",17R NJ 67094 38252,C,3050100110110,PUBLIC SCHOOL,-8942461.540062565,2957087.9073322956
BROWNSVILLE MIDDLE SCHOOL,4899 NW 24TH AVE,MIAMI,33142,MIAMI-DADE,"-80.23600000,25.81960001",17R NJ 76577 55928,C,3031220030010,PUBLIC SCHOOL,-8931830.663273247,2976754.7337348177
RENAISSANCE ELEMENTARY CHARTER SCHOOL,10651 NW 19TH ST,MIAMI,33172,MIAMI-DADE,"-80.36713687,25.79215775",17R NJ 63447 52819, ,3530320220010,PUBLIC SCHOOL,-8946428.752420064,2973361.4797084876
ETHEL KOGER BECKHAM ELEMENTARY SCHOOL,4702 SW 143RD CT,MIAMI,33175,MIAMI-DADE,"-80.42619999,25.72160000",17R NJ 57559 44978,C,3049220270880,PUBLIC SCHOOL,-8953003.629049554,2964640.5700108074
EDISON PARK ELEMENTARY SCHOOL,500 NW 67TH ST,MIAMI,33150,MIAMI-DADE,"-80.20480641,25.83578932",17R NJ 79693 57739,C,0131130270020,PUBLIC SCHOOL,-8928358.20858642,2978756.921650461
CRESTVIEW ELEMENTARY SCHOOL,2201 NW 187TH ST,OPA LOCKA,33056,MIAMI-DADE,"-80.23807267,25.94586607",17R NJ 76288 69910,C,3421030010540,PUBLIC SCHOOL,-8932061.39172642,2992377.7682004822
PERRINE ELEMENTARY SCHOOL,8851 SW 168TH ST,MIAMI,33157,MIAMI-DADE,"-80.33579998,25.61509998",17R NJ 66687 33226,C,3350280000440,PUBLIC SCHOOL,-8942940.346359404,2951486.997872107
GEORGE WASHINGTON CARVER ELEMENTARY SCHOOL,238 GRAND AVE,MIAMI,33133,MIAMI-DADE,"-80.25907531,25.72518151",17R NJ 74322 45458,C,0341200000010,PUBLIC SCHOOL,-8934399.395299116,2965083.117856867
PINECREST ELEMENTARY SCHOOL,10250 SW 57TH AVE,MIAMI,33156,MIAMI-DADE,"-80.28489998,25.67640002",17R NJ 71761 40042,C,2050010110010,PUBLIC SCHOOL,-8937274.18412517,2959056.589096428
NORTH BEACH ELEMENTARY SCHOOL,4100 PRAIRIE AVE,MIAMI BEACH,33140,MIAMI-DADE,"-80.13115188,25.81451281",17R NJ 87090 55430,C,0232220170010,PUBLIC SCHOOL,-8920159.024062788,2976125.6382028987
JANE S. ROBERTS K-8 CENTER,14850 SW COTTONWOOD CIR,MIAMI,33185,MIAMI-DADE,"-80.43442168,25.71562008",17R NJ 56737 44312,,3049210021610,PUBLIC SCHOOL,-8953918.863775684,2963901.692594834
COCONUT GROVE ELEMENTARY SCHOOL,3351 MATILDA ST,MIAMI,33133,MIAMI-DADE,"-80.24309539,25.72888492",17R NJ 75923 45877,C,0141210161010,PUBLIC SCHOOL,-8932620.518035786,2965540.7430126653
AMERICAN SENIOR HIGH SCHOOL,18350 NW 67TH AVE,HIALEAH,33015,MIAMI-DADE,"-80.30823909,25.93946970",17R NJ 69266 69163,C,3020120000120,PUBLIC SCHOOL,-8939872.281492103,2991585.9358284455
LORAH PARK ELEMENTARY SCHOOL,5160 NW 31ST AVE,MIAMI,33142,MIAMI-DADE,"-80.24743116,25.82134394",17R NJ 75430 56114,C,3031210490010,PUBLIC SCHOOL,-8933103.174037108,2976970.398016585
CORAL GABLES K-8 PREPARATORY ACADEMY,39 ZAMORA AVE,MIAMI,33134,MIAMI-DADE,"-80.25619162,25.75695341",17R NJ 74592 48978,C,0341080093870,PUBLIC SCHOOL,-8934078.383981494,2969009.590288404
OLIVER HOOVER ELEMENTARY SCHOOL,9050 HAMMOCKS BLVD,MIAMI,33196,MIAMI-DADE,"-80.43671705,25.68163744",17R NJ 56523 40548,C,3059040022560,PUBLIC SCHOOL,-8954174.383212853,2959703.5087402267
IMATER ACADEMY MIDDLE/HIGH SCHOOLS,651 W 20TH ST,HIALEAH,33010,MIAMI-DADE,"-80.29499290,25.84037782",17R NJ 70651 58196,,,PUBLIC SCHOOL,-8938397.723126454,2979324.4463878633
SOMERSET OAKS ACADEMY,47 NW 16TH ST,HOMESTEAD,33030,MIAMI-DADE,"-80.47835464,25.48560137",17R NJ 52430 18822, ,1078120060080,PUBLIC SCHOOL,-8958809.457933795,2935508.7025812557
PALM SPRINGS ELEMENTARY SCHOOL,6304 E 1ST AVE,HIALEAH,33013,MIAMI-DADE,"-80.28085462,25.88024618",17R NJ 72044 62619,C,0421310280460,PUBLIC SCHOOL,-8936823.856335001,2984256.4638427394
ROCKWAY MIDDLE SCHOOL,9393 SW 29TH TER,MIAMI,33165,MIAMI-DADE,"-80.34690944,25.74275308",17R NJ 65502 47358,C,3040160183400,PUBLIC SCHOOL,-8944177.04597015,2967254.538737276
FLORIDA INTERNATIONAL UNIVERSITY - BISCAYNE BAY CAMPUS,3000 NE 151ST ST,NORTH MIAMI,33181,MIAMI-DADE,"-80.13962483,25.91022662",17R NJ 86171 66024, ,0622220000020,PUBLIC SCHOOL,-8921102.228223734,2987966.367572537
AIR BASE ELEMENTARY SCHOOL,12829 SW 272ND ST,HOMESTEAD,33032,MIAMI-DADE,"-80.39889885,25.51522559",17R NJ 60402 22136,C,3069350080010,PUBLIC SCHOOL,-8949964.480589164,2939162.389351569
OLYMPIA HEIGHTS ELEMENTARY SCHOOL,9797 SW 40TH ST,MIAMI,33165,MIAMI-DADE,"-80.35309998,25.73320001",17R NJ 64886 46297,C,3040170000480,PUBLIC SCHOOL,-8944866.173482027,2966073.970342275
NORTH MIAMI SENIOR HIGH SCHOOL,13110 NE 8TH AVE,MIAMI,33161,MIAMI-DADE,"-80.18315629,25.89668903",17R NJ 81820 64497,C,0622300130050,PUBLIC SCHOOL,-8925948.128055403,2986291.053807784
LINDSEY HOPKINS TECHNICAL EDUCATION CENTER,750 NW 20TH ST,MIAMI,33136,MIAMI-DADE,"-80.20813645,25.79471917",17R NJ 79386 53189,,0131350180080,PUBLIC SCHOOL,-8928728.906797294,2973678.1680083917
SOUTH MIAMI SENIOR HIGH SCHOOL,6856 SW 53RD ST,MIAMI,33155,MIAMI-DADE,"-80.30529998,25.72039999",17R NJ 69688 44903,C,3040230220010,PUBLIC SCHOOL,-8939545.10210508,2964492.293992024
JOHN I. SMITH ELEMENTARY SCHOOL,10415 NW 52ND ST,MIAMI,33178,MIAMI-DADE,"-80.36435633,25.82084256",17R NJ 63710 55997,,3530200000070,PUBLIC SCHOOL,-8946119.224569881,2976908.3949185805
PHYLLIS R. MILLER ELEMENTARY SCHOOL,840 NE 87TH ST,MIAMI,33138,MIAMI-DADE,"-80.18063061,25.85486361",17R NJ 82102 59867, ,0132070790010,PUBLIC SCHOOL,-8925666.971018998,2981116.2554840147
JORGE MAS CANOSA MIDDLE SCHOOL,15735 SW 144TH ST,MIAMI,33196,MIAMI-DADE,"-80.44884627,25.63359471",17R NJ 55328 35222,C,3059200105150,PUBLIC SCHOOL,-8955524.601686826,2953770.3972110227
CORAL TERRACE ELEMENTARY SCHOOL,6801 SW 24TH ST,MIAMI,33155,MIAMI-DADE,"-80.30566182,25.74866887",17R NJ 69636 48034,C,3040110000020,PUBLIC SCHOOL,-8939585.381155977,2967985.658498255
MAVERICKS HIGH OF SOUTH MIAMI DADE COUNTY,698 N HOMESTEAD BLVD,HOMESTEAD,33030,MIAMI-DADE,"-80.46735395,25.47486678",17R NJ 53541 17637, ,1079180000017,PUBLIC SCHOOL,-8957584.866723005,2934184.979874064
DAVID LAWRENCE JR K-8 CENTER,15000 BAY VISTA BLVD,MIAMI,33181,MIAMI-DADE,"-80.14557041,25.91423811",17R NJ 85573 66465,,0622210000030,PUBLIC SCHOOL,-8921764.08778041,2988462.83765667
LAWTON CHILES MIDDLE SCHOOL,8190 NW 197TH ST,HIALEAH,33015,MIAMI-DADE,"-80.33345250,25.95159706",17R NJ 66734 70493,C,3020030311700,PUBLIC SCHOOL,-8942679.025807772,2993087.265742435
PINECREST PREPARATORY ACADEMY CHARTER HIGH SCHOOL,14901 SW 42ND ST,MIAMI,33185,MIAMI-DADE,"-80.43709735,25.72904625",17R NJ 56463 45798, ,3049160520010,PUBLIC SCHOOL,-8954216.717824934,2965560.6788089136
DORAL ACADEMY OF TECHNOLOGY,2601 NW 112TH AVE,DORAL,33172,MIAMI-DADE,"-80.37655615,25.79822656",17R NJ 62499 53487, ,3530300420010,PUBLIC SCHOOL,-8947477.30214144,2974111.824433716
BENJAMIN FRANKLIN K-8 CENTER,13100 NW 12TH AVE,MIAMI,33167,MIAMI-DADE,"-80.22017964,25.89502848",17R NJ 78113 64291,C,0621260000030,PUBLIC SCHOOL,-8930069.54848215,2986085.569180747
THOMAS JEFFERSON MIDDLE SCHOOL,525 NW 147TH ST,MIAMI,33168,MIAMI-DADE,"-80.20869998,25.90980000",17R NJ 79253 65933,C,3021240000020,PUBLIC SCHOOL,-8928791.639400216,2987913.569658831
MADIE IVES COMMUNITY ELEMENTARY SCHOOL,20770 NE 14TH AVE,MIAMI,33179,MIAMI-DADE,"-80.17464184,25.96671932",17R NJ 82624 72258,C,3012320000091,PUBLIC SCHOOL,-8925000.304668436,2994959.572743218
FLORIDA DIAGNOSTIC & LEARNING RESOURCES SYSTEM - SOUTH,5555 SW 93RD AVE,MIAMI,33165,MIAMI-DADE,"-80.34449953,25.71687197",17R NJ 65758 44493,C,3040210000312,PUBLIC SCHOOL,-8943908.775981296,2964056.372875891
AMIKIDS MIAMI-DADE SOUTH,1820 ARTHUR LAMB JR RD,MIAMI,33149,MIAMI-DADE,"-80.15823883,25.73902623",17R NJ 84428 47052,,,PUBLIC SCHOOL,-8923174.329143312,2966793.962839486
CITY OF HIALEAH EDUCATION ACADEMY,2590 W 76TH ST,HIALEAH,33016,MIAMI-DADE,"-80.33563083,25.89128652",17R NJ 66550 63813,M,0420270010340,PUBLIC SCHOOL,-8942921.517087461,2985622.532257519
JOHN G. DUPUIS ELEMENTARY SCHOOL,1150 W 59TH PL,HIALEAH,33012,MIAMI-DADE,"-80.30649999,25.87590002",17R NJ 69477 62124,C,0420360010520,PUBLIC SCHOOL,-8939678.686035112,2983718.7299112915
CUTLER RIDGE MIDDLE SCHOOL,19400 GULFSTREAM RD,MIAMI,33157,MIAMI-DADE,"-80.34899999,25.58699998",17R NJ 65377 30108,C,3660050082270,PUBLIC SCHOOL,-8944409.764691701,2948018.38863508
MIAMI COMMUNITY CHARTER SCHOOLS,18720 SW 352ND ST,FLORIDA CITY,33034,MIAMI-DADE,"-80.49418107,25.43997152",17R NJ 50859 13763, ,1679300010425,PUBLIC SCHOOL,-8960571.248297455,2929882.730547847
KENSINGTON PARK ELEMENTARY SCHOOL,711 NW 30TH AVE,MIAMI,33125,MIAMI-DADE,"-80.24305915,25.77994734",17R NJ 75894 51532,C,0131330170010,PUBLIC SCHOOL,-8932616.484435031,2971851.9075449533
ARCHIMEDEAN ACADEMY,12425 SW 72ND ST,MIAMI,33183,MIAMI-DADE,"-80.39501676,25.70152960",17R NJ 60698 42769, ,3049250000620,PUBLIC SCHOOL,-8949532.328461627,2962160.82163208
JACK D. GORDON ELEMENTARY SCHOOL,14600 COUNTRY WALK DR,MIAMI,33196,MIAMI-DADE,"-80.42967822,25.62963841",17R NJ 57254 34792,C,3059220030280,PUBLIC SCHOOL,-8953390.824169632,2953281.9144673226
BISCAYNE ELEMENTARY SCHOOL,800 77TH ST,MIAMI BEACH,33141,MIAMI-DADE,"-80.12651743,25.86170184",17R NJ 87520 60659,C,0232020000060,PUBLIC SCHOOL,-8919643.118814819,2981962.1825819057
MIAMI INTERNATIONAL UNIVERSITY OF ART & DESIGN,1501 BISCAYNE BLVD STE 100,MIAMI,33132,MIAMI-DADE,"-80.18864249,25.78994658",17R NJ 81344 52672,C,0132310070080,PUBLIC SCHOOL,-8926558.84939759,2973088.1013194374
SHADOWLAWN ELEMENTARY SCHOOL,149 NW 49TH ST,MIAMI,33127,MIAMI-DADE,"-80.19879998,25.82100002",17R NJ 80304 56105,C,0131240160010,PUBLIC SCHOOL,-8927689.575895552,2976927.8669362436
DORAL ACADEMY CHARTER HIGH SCHOOL,11100 NW 27TH ST,MIAMI,33172,MIAMI-DADE,"-80.37510246,25.79827347",17R NJ 62645 53492, ,3530300050010,PUBLIC SCHOOL,-8947315.47800982,2974117.6245905263
MIAMI DOUGLAS MACARTHUR NORTH SENIOR HIGH SCHOOL,13835 NW 97TH AVE,HIALEAH,33018,MIAMI-DADE,"-80.35527365,25.89976085",17R NJ 64578 64741,C,0420210010430,PUBLIC SCHOOL,-8945108.145342443,2986671.1823555655
HUBERT O. SIBLEY K-8 CENTER,255 NW 115TH ST,MIAMI,33168,MIAMI-DADE,"-80.20317945,25.88112145",17R NJ 79825 62761,C,3021360370010,PUBLIC SCHOOL,-8928177.09635534,2984364.7608674485
MATER BEACH ACADEMY,8625 BYRON AVE,MIAMI BEACH,33141,MIAMI-DADE,"-80.12356637,25.87149212",17R NJ 87808 61745, ,0232020050170,PUBLIC SCHOOL,-8919314.609299457,2983173.3778490457
NORTH PARK HIGH SCHOOL,3400 NW 135TH ST,OPA LOCKA, ,MIAMI-DADE,"-80.25524938,25.89644211",17R NJ 74599 64427,,,PUBLIC SCHOOL,-8933973.494362669,2986260.4982189336
CORAL REEF MONTESSORI ACADEMY CHARTER,10853 SW 216TH ST,MIAMI,33189,MIAMI-DADE,"-80.36589103,25.56752753",17R NJ 63691 27943, ,3060070290010,PUBLIC SCHOOL,-8946290.066582326,2945615.2239537877
WHISPERING PINES ELEMENTARY SCHOOL,18929 SW 89TH RD,MIAMI,33157,MIAMI-DADE,"-80.33549998,25.59099998",17R NJ 66731 30558,C,3660040010042,PUBLIC SCHOOL,-8942906.950648839,2948512.0912031597
JOE HALL ELEMENTARY SCHOOL,1901 SW 134TH AVE,MIAMI,33175,MIAMI-DADE,"-80.41201379,25.74971666",17R NJ 58969 48098,C,3049110131680,PUBLIC SCHOOL,-8951424.428782146,2968115.1570883216
CORPORATE ACADEMY NORTH,5120 NW 24TH AVE,MIAMI,33142,MIAMI-DADE,"-80.23745849,25.82154937",17R NJ 76429 56143,C,3031220000010,PUBLIC SCHOOL,-8931993.02112585,2976995.8037204873
DORORTHY M. WALLACE COPE CENTER SOUTH,10225 SW 147TH TER,MIAMI,33176,MIAMI-DADE,"-80.35880962,25.63314311",17R NJ 64367 35213,C,3050200140010,PUBLIC SCHOOL,-8945501.76759969,2953714.637374814
LAKEVIEW ELEMENTARY SCHOOL,1290 NW 115TH ST,MIAMI,33167,MIAMI-DADE,"-80.21997463,25.87907905",17R NJ 78144 62524,C,3021350220010,PUBLIC SCHOOL,-8930046.727434995,2984112.0571324304
SOMERSET OAKS ACADEMY,1000 OLD DIXIE HWY,HOMESTEAD,39704,MIAMI-DADE,"-80.46749141,25.48028367",17R NJ 53525 18237,,,PUBLIC SCHOOL,-8957600.169241397,2934852.942464074
MATER ACADEMY CHARTER HIGH SCHOOL,7901 NW 103RD ST,HIALEAH  GARDENS,33016,MIAMI-DADE,"-80.32569929,25.86845231",17R NJ 67558 61289, ,2730030010020,PUBLIC SCHOOL,-8941815.94300632,2982797.299442724
NORTH TWIN LAKES ELEMENTARY SCHOOL,625 W 74TH PLACE,HIALEAH,33014,MIAMI-DADE,"-80.29684086,25.89038768",17R NJ 70436 63733,C,0420250010670,PUBLIC SCHOOL,-8938603.437167179,2985511.3103727787
CENTENNIAL MIDDLE SCHOOL,8601 SW 212TH ST,MIAMI,33189,MIAMI-DADE,"-80.33050000,25.57109999",17R NJ 67244 28356,C,3660100000011,PUBLIC SCHOOL,-8942350.354615096,2946056.085146229
SOUTH DADE SKILL CENTER,28300 SW 152ND AVE,MIAMI-DADE,33033,MIAMI-DADE,,,,,PUBLIC SCHOOL,-8954246.51519689,2937760.2376919156
MIAMI PALMETTO SENIOR HIGH SCHOOL,7460 SW 118TH ST,MIAMI,33156,MIAMI-DADE,"-80.31544116,25.66010439",17R NJ 68706 38221,C,2050110000400,PUBLIC SCHOOL,-8940674.012857849,2957043.955359408
HIALEAH MIDDLE SCHOOL,6027 E 7TH AVE,HIALEAH,33013,MIAMI-DADE,"-80.26834509,25.87762526",17R NJ 73299 62335,C,0421320010020,PUBLIC SCHOOL,-8935431.301765706,2983932.1854385347
EXCELSIOR LANGUAGE ACADEMY CHARTER SCHOOL,600 W 20TH ST,HIALEAH,33010,MIAMI-DADE,"-80.29417180,25.83934941",17R NJ 70734 58082, ,0430130340060,PUBLIC SCHOOL,-8938306.31804547,2979197.24696132
MIAMI INTERNATIONAL UNIVERSITY OF ART & DESIGN,1501 BISCAYNE BLVD STE 100,MIAMI,33132,MIAMI-DADE,"-80.18864249,25.78994658",17R NJ 81344 52672,C,0132310070080,PUBLIC SCHOOL,-8926558.84939759,2973088.1013194374
FAIRLAWN ELEMENTARY COMMUNITY SCHOOL,444 SW 60TH AVE,MIAMI,33144,MIAMI-DADE,"-80.29425697,25.76651889",17R NJ 70769 50017,C,0140010070090,PUBLIC SCHOOL,-8938315.799473666,2970191.9271377805
LINCOLN-MARTI CHARTER SCHOOLS INTERNATIONAL CAMPUS,103 E LUCY ST,HOMESTEAD,33034,MIAMI-DADE,"-80.47346502,25.46210563",17R NJ 52932 16222, ,1679190010230,PUBLIC SCHOOL,-8958265.148464164,2932611.5083017065
CORAL REEF ELEMENTARY SCHOOL,7955 SW 152ND ST,MIAMI,33158,MIAMI-DADE,"-80.32238915,25.62984157",17R NJ 68025 34866,C,3350220000860,PUBLIC SCHOOL,-8941447.459231937,2953306.9975603274
MAYS COMMUNITY MIDDLE SCHOOL,11700 SW 216TH ST,MIAMI,33170,MIAMI-DADE,"-80.38000134,25.56590535",17R NJ 62275 27757,C,3060180000370,PUBLIC SCHOOL,-8947860.81959422,2945415.0434006513
IMATER ACADEMY MIDDLE/HIGH SCHOOLS,651 W 20TH ST,HIALEAH,33010,MIAMI-DADE,"-80.29499290,25.84037782",17R NJ 70651 58196,,,PUBLIC SCHOOL,-8938397.723126454,2979324.4463878633
GREYNOLDS PARK ELEMENTARY SCHOOL,1536 NE 179TH ST,MIAMI,33162,MIAMI-DADE,"-80.17000000,25.94000002",17R NJ 83108 69302,C,0722080070890,PUBLIC SCHOOL,-8924483.57671075,2991651.584239392
PRIMARY LEARNING CENTER A,1080 LABARON DR,MIAMI,33166,MIAMI-DADE,"-80.27446000,25.81246731",17R NJ 72726 55116,C,0531190000010,PUBLIC SCHOOL,-8936112.011402586,2975872.6947283065
JOHN A. FERGUSON SENIOR HIGH SCHOOL,15900 SW 56TH ST,MIAMI,33193,MIAMI-DADE,"-80.45135661,25.71176441",17R NJ 55040 43878,C,3049290010030,PUBLIC SCHOOL,-8955804.051655995,2963425.3054159605
NEVA KING COOPER EDUCATIONAL CENTER,151 NW 5TH ST,HOMESTEAD,33030,MIAMI-DADE,"-80.48073470,25.47500932",17R NJ 52196 17648,C,1078130000360,PUBLIC SCHOOL,-8959074.405626541,2934202.5556965843
MIAMI LAKES MIDDLE SCHOOL,6425 MIAMI LAKEWAY N,HIALEAH,33014,MIAMI-DADE,"-80.30570002,25.91830001",17R NJ 69532 66820,C,3220130010460,PUBLIC SCHOOL,-8939589.633955438,2988965.5635307613
HENRY E.S. REEVES ELEMENTARY SCHOOL,2005 NW 111TH ST,MIAMI,33167,MIAMI-DADE,"-80.23150707,25.87645238",17R NJ 76990 62227,C,3021340000425,PUBLIC SCHOOL,-8931330.512860522,2983787.0702904603
ADA MERRITT K-8 CENTER,660 SW 3RD ST,MIAMI,33130,MIAMI-DADE,"-80.20513943,25.77016734",17R NJ 79703 50472,C,0102020401080,PUBLIC SCHOOL,-8928395.280067317,2970642.918438228
MIAMI NORLAND SENIOR HIGH SCHOOL,1050 NW 195TH ST,MIAMI,33169,MIAMI-DADE,"-80.21882065,25.95258891",17R NJ 78211 70666,C,3421020040010,PUBLIC SCHOOL,-8929918.266690511,2993210.060969134
CALUSA ELEMENTARY SCHOOL,9580 W CALUSA CLUB DR,MIAMI,33186,MIAMI-DADE,"-80.41244032,25.67890272",17R NJ 58961 40256,C,3059020051100,PUBLIC SCHOOL,-8951471.91020488,2959365.715547148
HENRY M. FLAGLER ELEMENTARY SCHOOL,5222 NW 1ST ST,MIAMI,33126,MIAMI-DADE,"-80.28061639,25.77205315",17R NJ 72133 50637,C,0141060300010,PUBLIC SCHOOL,-8936797.33700289,2970876.030856374
ZELDA GLAZER MIDDLE SCHOOL,15015 SW 24TH ST,MIAMI,33185,MIAMI-DADE,"-80.43875975,25.74367359",17R NJ 56289 47417,C,3049090072930,PUBLIC SCHOOL,-8954401.775841882,2967368.300631461
WEST LITTLE RIVER K-8 CENTER,2450 NW 84TH ST,MIAMI,33147,MIAMI-DADE,"-80.23884900,25.85034763",17R NJ 76271 59331,C,3031100000200,PUBLIC SCHOOL,-8932147.813057503,2980557.631171215
HIALEAH GARDENS SENIOR HIGH SCHOOL,11700 HIALEAH GARDENS BLVD,HIALEAH,33018,MIAMI-DADE,"-80.35320211,25.87944381",17R NJ 64796 62492,C,2720330010335,PUBLIC SCHOOL,-8944877.542210713,2984157.1881333874
Jack D. Gordon Elementary Manatee PLC-T,15551 SW 142ND AVE,Miami-Dade,33186,MIAMI-DADE,"-80.42222101,25.62282996",17R NJ 58006 34042,,,PUBLIC SCHOOL,-8952560.691310463,2952441.315098372
NORTH GLADE ELEMENTARY SCHOOL,5000 NW 177TH ST,OPA LOCKA,33055,MIAMI-DADE,"-80.28284361,25.93373028",17R NJ 71812 68541,C,3021070034340,PUBLIC SCHOOL,-8937045.269547742,2990875.4674183056
SOUTHWEST MIAMI SENIOR HIGH SCHOOL,8855 SW 50TH TER,MIAMI,33165,MIAMI-DADE,"-80.33827282,25.72288946",17R NJ 66379 45162,C,3040210000311,PUBLIC SCHOOL,-8943215.622005945,2964799.9004754503
HORACE MANN MIDDLE SCHOOL,8950 NW 2ND AVE,MIAMI,33150,MIAMI-DADE,"-80.20223723,25.85671583",17R NJ 79936 60058,C,3031010120010,PUBLIC SCHOOL,-8928072.208671834,2981345.38094671
PAUL W. BELL MIDDLE SCHOOL,11800 NW 2ND ST,MIAMI,33184,MIAMI-DADE,"-80.38806123,25.76852741",17R NJ 61361 50192,C,3049010010790,PUBLIC SCHOOL,-8948758.04152915,2970440.201870877
MIAMI INTERNATIONAL UNIVERSITY OF ART & DESIGN,1501 BISCAYNE BLVD STE 100,MIAMI,33132,MIAMI-DADE,"-80.18864249,25.78994658",17R NJ 81344 52672,C,0132310070080,PUBLIC SCHOOL,-8926558.84939759,2973088.1013194374
MANDARIN LAKES K-8 ACADEMY,12225 SW 280TH ST,HOMESTEAD,33039,MIAMI-DADE,"-80.39067368,25.50802733",17R NJ 61232 21343,,3069360000280,PUBLIC SCHOOL,-8949048.858196307,2938274.513837783
CITRUS HEALTH NETWORK,4175 W 20TH AVE,HIALEAH, ,MIAMI-DADE,"-80.32175182,25.85973932",17R NJ 67958 60326,,,PUBLIC SCHOOL,-8941376.512108486,2981719.40334127
DR. EDWARD L. WHIGHAM ELEMENTARY SCHOOL,21545 SW 87TH AVE,MIAMI,33189,MIAMI-DADE,"-80.33050001,25.56440002",17R NJ 67248 27614,C,3660090220030,PUBLIC SCHOOL,-8942350.356198097,2945229.2832014454
MIAMI DADE REGIONAL JUVENILE DETENTION CENTER,3300 NW 27TH AVE,MIAMI,33142,MIAMI-DADE,"-80.24158491,25.80620357",17R NJ 76025 54441,C,3031280160010,PUBLIC SCHOOL,-8932452.372730574,2975098.156709215
HERE'S HELP,15100 NW 27TH AVE,OPA LOCKA, ,MIAMI-DADE,"-80.24467478,25.91226563",17R NJ 75648 66185,,,PUBLIC SCHOOL,-8932796.33548297,2988218.718035778
FRANK CRAWFORD MARTIN K-8 CENTER,14250 BOGGS DR,MIAMI,33176,MIAMI-DADE,"-80.37532680,25.63732528",17R NJ 62707 35668,C,3050190017820,PUBLIC SCHOOL,-8947340.45187266,2954231.023843665
WESTVIEW MIDDLE SCHOOL,1901 NW 127TH ST,MIAMI,33167,MIAMI-DADE,"-80.23226730,25.89098245",17R NJ 76905 63835,C,3021270000140,PUBLIC SCHOOL,-8931415.14068702,2985584.905800449
PARKWAY ELEMENTARY SCHOOL,1320 NW 188TH ST,MIAMI,33169,MIAMI-DADE,"-80.22419998,25.94570000",17R NJ 77677 69900,C,3421020000050,PUBLIC SCHOOL,-8930517.090915443,2992357.209025527
WESTLAND HIALEAH SENIOR HIGH SCHOOL,4000 W 18TH AVE,HIALEAH,33012,MIAMI-DADE,"-80.31946026,25.85841856",17R NJ 68189 60181,C,0430020000050,PUBLIC SCHOOL,-8941121.417177062,2981556.016779322
ST MATTHEWS EVANGELICAL LUTHERAN CHURCH,621 BEACOM BLVD,MIAMI,33135,MIAMI-DADE,"-80.23632037,25.76655000",17R NJ 76579 50053, ,0141030370880,PUBLIC SCHOOL,-8931866.326184565,2970195.773157681
MOUNT SINAI MEDICAL CENTER (MAIN CAMPUS),4300 ALTON ROAD,MIAMI BEACH,33140,MIAMI-DADE,"-80.13829946,25.81539998",17R NJ 86373 55523,,,PUBLIC SCHOOL,-8920954.688595721,2976235.3466415512
MIAMI SPRINGS MIDDLE SCHOOL,150 S ROYAL POINCIANA BLVD,MIAMI,33166,MIAMI-DADE,"-80.27435534,25.81545351",17R NJ 72735 55447,C,0531190000010,PUBLIC SCHOOL,-8936100.360409638,2976241.9654559153
HIALEAH-MIAMI LAKES HIGH SCHOOL,7977 W 12TH AVE,HIALEAH,33014,MIAMI-DADE,"-80.30727122,25.89499284",17R NJ 69389 64238,C,0420250010261,PUBLIC SCHOOL,-8939764.539249912,2986081.1589327273
MIAMI INTERNATIONAL UNIVERSITY OF ART & DESIGN,1501 BISCAYNE BLVD STE 100,MIAMI,33132,MIAMI-DADE,"-80.18864249,25.78994658",17R NJ 81344 52672,C,0132310070080,PUBLIC SCHOOL,-8926558.84939759,2973088.1013194374
MARTIN LUTHER KING ELEMENTARY SCHOOL,7124 NW 12TH AVE,MIAMI,33147,MIAMI-DADE,"-80.21749998,25.83980000",17R NJ 78418 58176,C,3031110540010,PUBLIC SCHOOL,-8929771.250401068,2979252.9779980625
MADISON MIDDLE SCHOOL,3400 NW 87TH ST,MIAMI,33147,MIAMI-DADE,"-80.25280000,25.85229998",17R NJ 74872 59540,C,3031090000210,PUBLIC SCHOOL,-8933700.830313608,2980799.1340329084
CORAL GABLES SENIOR HIGH SCHOOL,450 BIRD RD,MIAMI,33146,MIAMI-DADE,"-80.26310798,25.73369237",17R NJ 73913 46398,C,0341200220630,PUBLIC SCHOOL,-8934848.309518987,2966134.8145804713
